DATE,DEPTH,NO3
1988-01-18,100,10.6
1988-01-18,1500,13.0
1988-01-18,2500,9.1
1988-01-18,500,10.7
1988-01-18,1000,11.6
1988-04-19,1000,1.0
1988-04-19,2000,2.9
1988-04-19,500,0.1
1988-04-19,2700,8.8
1988-04-19,1500,1.9
1988-04-19,100,0.1
1988-05-30,100,0.1
1988-05-30,500,0.1
1988-05-30,1500,0.6
1988-05-30,1000,0.4
1988-05-30,2000,1.6
1988-05-30,2700,3.0
1988-06-20,2300,5.4
1988-06-20,2000,5.4
1988-06-20,1500,0.5
1988-06-20,100,0.1
1988-06-20,500,0.1
1988-06-20,1000,0.1
1988-07-21,100,0.1
1988-07-21,2400,6.3
1988-07-21,500,0.1
1988-07-21,1500,0.1
1988-07-21,2000,6.3
1988-07-21,1000,0.1
1988-08-22,1500,3.0
1988-08-22,1000,0.1
1988-08-22,2600,7.5
1988-08-22,2000,3.8
1988-08-22,100,0.1
1988-08-22,500,0.1
1988-09-14,500,0.1
1988-09-14,100,0.1
1988-09-14,2000,0.1
1988-09-14,1500,0.1
1988-09-14,2400,0.1
1988-09-14,1000,0.1
1988-10-10,100,1.1
1988-10-10,2000,4.9
1988-10-10,2500,3.6
1988-10-10,1000,3.5
1988-10-10,1500,4.2
1988-10-10,500,1.0
1988-11-06,100,0.2
1988-11-06,1500,0.1
1988-11-06,2000,3.1
1988-11-06,3500,4.8
1988-11-06,1000,0.2
1988-11-06,500,0.2
1988-12-08,2500,2.4
1988-12-08,1000,2.4
1988-12-08,1500,2.4
1988-12-08,2000,2.3
1988-12-08,500,2.4
1988-12-08,100,2.4
1989-01-17,1500,6.0
1989-01-17,1000,5.9
1989-01-17,2000,6.5
1989-01-17,500,5.9
1989-01-17,2500,6.7
1989-01-17,100,5.9
1989-02-14,2500,9.5
1989-02-14,100,8.7
1989-02-14,1500,8.4
1989-02-14,1000,8.5
1989-02-14,2000,9.0
1989-02-14,500,8.6
1989-03-08,2000,10.2
1989-03-08,2500,11.0
1989-03-08,1000,9.9
1989-03-08,500,9.8
1989-03-08,1500,9.9
1989-03-08,100,9.8
1989-04-11,2600,3.1
1989-04-11,500,1.5
1989-04-11,1000,1.5
1989-04-11,1500,1.6
1989-04-11,100,1.6
1989-04-11,2000,2.0
1989-05-08,1500,0.2
1989-05-08,2500,3.7
1989-05-08,2000,2.2
1989-05-08,500,0.0
1989-05-08,1000,0.0
1989-05-08,100,0.1
1989-06-13,1500,3.5
1989-06-13,500,0.0
1989-06-13,2000,5.0
1989-06-13,1000,0.2
1989-06-13,2500,7.3
1989-06-13,100,0.0
1989-07-13,1500,0.9
1989-07-13,1000,0.0
1989-07-13,2500,8.7
1989-07-13,2000,8.4
1989-07-13,500,0.0
1989-07-13,100,0.0
1989-08-27,2000,0.9
1989-08-27,100,0.3
1989-08-27,500,0.3
1989-08-27,2500,6.1
1989-08-27,1500,0.5
1989-08-27,1000,0.3
1989-09-12,100,0.0
1989-09-12,1000,0.1
1989-09-12,500,0.0
1989-09-12,2000,0.3
1989-09-12,1500,0.2
1989-09-12,2700,0.1
1989-10-17,1500,0.2
1989-10-17,100,0.0
1989-10-17,1000,0.1
1989-10-17,500,0.1
1989-10-17,2700,0.4
1989-10-17,2000,0.2
1989-11-20,1000,1.3
1989-11-20,2000,
1989-11-20,1500,
1989-11-20,2700,3.8
1989-11-20,100,0.0
1989-11-20,500,0.4
1989-12-18,1000,2.6
1989-12-18,2700,3.9
1989-12-18,500,2.6
1989-12-18,1500,2.6
1989-12-18,2000,2.6
1989-12-18,100,2.6
1990-01-17,200,
1990-01-17,2000,
1990-01-17,1000,
1990-01-22,2000,5.7
1990-01-22,1500,4.9
1990-01-22,1000,4.9
1990-01-22,500,4.8
1990-01-22,2600,6.0
1990-01-22,100,4.8
1990-02-14,1000,8.1
1990-02-14,2700,9.2
1990-02-14,1500,8.1
1990-02-14,100,8.0
1990-02-14,500,8.0
1990-02-14,2000,8.2
1990-03-13,500,10.6
1990-03-13,2000,10.7
1990-03-13,1500,10.5
1990-03-13,100,10.6
1990-03-13,1000,10.7
1990-03-13,2500,10.7
1990-04-17,2500,10.7
1990-04-17,1500,1.3
1990-04-17,2000,5.6
1990-04-17,1000,1.1
1990-04-17,100,0.2
1990-04-17,500,0.8
1990-06-19,500,
1990-06-19,1000,
1990-06-19,100,
1990-07-19,1000,0.1
1990-07-19,1500,4.5
1990-07-19,2000,6.3
1990-07-19,500,0.0
1990-07-19,2500,6.8
1990-07-19,100,0.0
1990-07-20,1500,
1990-07-20,2000,
1990-07-20,2500,
1990-08-21,1500,0.2
1990-08-21,500,0.1
1990-08-21,100,0.1
1990-08-21,2600,0.3
1990-08-21,1000,0.1
1990-08-21,2000,0.3
1990-09-18,500,0.1
1990-09-18,100,0.1
1990-09-18,2600,0.1
1990-09-18,1500,0.2
1990-09-18,2000,0.2
1990-09-18,1000,0.1
1990-10-16,1000,0.6
1990-10-16,100,0.6
1990-10-16,1500,1.8
1990-10-16,2000,2.8
1990-10-16,2600,3.7
1990-10-16,500,0.6
1990-11-14,2500,2.4
1990-11-14,2600,2.4
1990-11-14,500,1.7
1990-11-14,100,1.8
1990-11-14,2000,2.8
1990-11-14,1000,1.7
1990-11-14,1500,2.5
1990-12-13,1000,7.4
1990-12-13,1500,7.4
1990-12-13,2000,7.3
1990-12-13,100,7.4
1990-12-13,500,7.6
1990-12-13,2400,7.2
1991-01-15,1000,9.5
1991-01-15,100,9.5
1991-01-15,500,9.5
1991-01-15,1500,9.2
1991-01-15,2000,8.4
1991-01-15,2500,8.7
1991-01-15,2700,8.7
1991-02-13,1500,11.8
1991-02-13,1000,11.5
1991-02-13,2600,12.3
1991-02-13,500,11.1
1991-02-13,100,10.7
1991-02-13,2000,12.3
1991-03-20,2000,11.3
1991-03-20,1000,4.4
1991-03-20,100,4.3
1991-03-20,2500,13.4
1991-03-20,500,4.4
1991-03-20,2700,13.5
1991-03-20,1500,4.9
1991-04-15,1500,5.6
1991-04-15,2500,7.0
1991-04-15,100,0.7
1991-04-15,2000,6.6
1991-04-15,1000,7.0
1991-04-15,2700,6.9
1991-04-15,500,4.7
1991-05-21,2000,
1991-05-21,500,0.2
1991-05-21,2500,
1991-05-21,1000,0.1
1991-05-21,100,0.1
1991-05-21,1500,3.2
1991-06-17,500,0.3
1991-06-17,1500,4.9
1991-06-17,2500,14.0
1991-06-17,2000,10.4
1991-06-17,2600,14.3
1991-06-17,1000,1.7
1991-06-17,100,0.1
1991-07-22,100,0.1
1991-07-22,2500,15.1
1991-07-22,1000,0.1
1991-07-22,500,0.1
1991-07-22,2700,14.5
1991-07-22,2000,11.4
1991-07-22,1500,0.2
1991-08-14,100,0.1
1991-08-14,1000,0.1
1991-08-14,1500,0.1
1991-08-14,500,0.0
1991-08-14,2700,10.8
1991-08-14,2000,2.8
1991-09-10,2600,0.2
1991-09-10,1000,0.0
1991-09-10,500,0.0
1991-09-10,100,0.1
1991-09-10,2000,0.2
1991-09-10,1500,0.0
1991-09-10,2500,0.2
1991-10-17,500,0.1
1991-10-17,2000,0.5
1991-10-17,1000,0.1
1991-10-17,1500,0.1
1991-10-17,2600,0.3
1991-10-17,100,0.0
1991-11-12,1000,0.3
1991-11-12,2500,0.6
1991-11-12,2000,0.5
1991-11-12,100,0.1
1991-11-12,1500,0.5
1991-11-12,500,0.1
1991-12-12,2000,2.6
1991-12-12,100,0.1
1991-12-12,1500,2.2
1991-12-12,1000,1.5
1991-12-12,500,0.3
1991-12-12,2600,2.7
1991-12-12,2500,3.0
1992-01-30,1500,4.3
1992-01-30,2700,6.2
1992-01-30,2000,4.9
1992-01-30,1000,4.2
1992-01-30,2500,6.3
1992-01-30,500,4.1
1992-01-30,100,4.1
1992-02-11,2000,5.6
1992-02-11,100,5.5
1992-02-11,500,5.4
1992-02-11,2500,6.3
1992-02-11,1500,5.5
1992-02-11,1000,5.4
1992-02-20,1000,6.7
1992-02-20,2700,6.4
1992-02-20,1500,6.6
1992-02-20,100,6.5
1992-02-20,2500,6.5
1992-02-20,2000,6.0
1992-02-20,500,6.5
1992-02-27,2000,6.7
1992-02-27,500,6.8
1992-02-27,1000,6.3
1992-02-27,2500,6.8
1992-02-27,100,7.0
1992-02-27,1500,6.4
1992-03-04,500,6.8
1992-03-04,2500,7.0
1992-03-04,1000,6.9
1992-03-04,100,6.8
1992-03-04,1500,6.9
1992-03-04,2000,7.0
1992-03-19,1500,7.2
1992-03-19,1000,4.9
1992-03-19,100,4.0
1992-03-19,500,4.1
1992-03-19,2000,7.3
1992-03-19,2500,7.7
1992-03-26,1000,0.8
1992-03-26,500,0.1
1992-03-26,1500,2.9
1992-03-26,2500,6.2
1992-03-26,2000,5.9
1992-03-26,100,0.1
1992-03-30,2700,7.2
1992-03-30,100,0.1
1992-03-30,1000,0.1
1992-03-30,500,0.0
1992-03-30,2500,7.0
1992-03-30,1500,0.1
1992-03-30,2000,3.7
1992-04-21,2700,4.1
1992-04-21,500,0.1
1992-04-21,1500,0.8
1992-04-21,100,0.0
1992-04-21,2000,1.9
1992-04-21,2500,4.0
1992-04-21,1000,0.1
1992-05-13,2000,3.3
1992-05-13,1500,1.4
1992-05-13,500,0.1
1992-05-13,2500,4.6
1992-05-13,2700,4.7
1992-05-13,100,0.0
1992-05-13,1000,0.6
1992-06-16,1000,0.0
1992-06-16,100,0.0
1992-06-16,2500,1.2
1992-06-16,2700,3.0
1992-06-16,2000,0.0
1992-06-16,500,0.0
1992-06-16,1500,0.0
1992-07-09,2500,3.4
1992-07-09,1500,0.1
1992-07-09,500,0.1
1992-07-09,2000,0.3
1992-07-09,2700,3.5
1992-07-09,1000,0.1
1992-07-09,100,0.1
1992-08-06,1500,0.7
1992-08-06,100,0.1
1992-08-06,1000,0.5
1992-08-06,500,0.3
1992-08-06,2000,0.9
1992-08-06,2500,1.0
1992-08-17,100,0.0
1992-08-17,1000,0.2
1992-08-17,1500,0.2
1992-08-17,2600,0.3
1992-08-17,2500,0.3
1992-08-17,2000,0.2
1992-08-17,500,0.1
1992-08-27,2500,1.7
1992-08-27,1000,0.5
1992-08-27,2000,1.6
1992-08-27,500,0.0
1992-08-27,1500,0.9
1992-08-27,100,0.0
1992-09-03,1000,0.9
1992-09-03,500,0.8
1992-09-03,2000,1.2
1992-09-03,100,0.8
1992-09-03,1500,1.1
1992-09-03,2500,2.0
1992-09-09,1500,0.1
1992-09-09,2000,0.4
1992-09-09,1000,0.0
1992-09-09,2500,0.4
1992-09-09,500,0.0
1992-09-09,100,0.0
1992-09-09,2700,0.4
1992-09-17,2000,3.0
1992-09-17,2500,3.3
1992-09-17,100,0.2
1992-09-17,500,0.1
1992-09-17,1500,0.7
1992-09-17,1000,0.3
1992-09-24,100,0.4
1992-09-24,500,0.4
1992-09-24,1000,0.7
1992-09-24,1500,1.4
1992-09-24,2000,2.6
1992-09-24,2500,3.7
1992-10-01,2500,5.1
1992-10-01,100,0.4
1992-10-01,1000,0.4
1992-10-01,500,0.4
1992-10-01,1500,0.6
1992-10-01,2000,1.3
1992-10-12,1000,0.1
1992-10-12,2700,1.0
1992-10-12,2500,0.9
1992-10-12,100,0.0
1992-10-12,2000,0.1
1992-10-12,500,0.0
1992-10-12,1500,0.1
1992-11-16,100,1.3
1992-11-16,1500,1.3
1992-11-16,2000,4.7
1992-11-16,2500,5.0
1992-11-16,500,1.3
1992-11-16,1000,1.3
1992-12-15,1500,6.5
1992-12-15,2500,7.1
1992-12-15,2000,6.9
1992-12-15,1000,5.9
1992-12-15,100,5.9
1992-12-15,2700,7.3
1992-12-15,500,5.9
1993-01-19,2700,8.2
1993-01-19,1500,8.9
1993-01-19,100,8.9
1993-01-19,2000,8.8
1993-01-19,500,8.9
1993-01-19,1000,8.9
1993-01-19,2500,8.3
1993-02-02,2500,13.3
1993-02-02,2000,13.3
1993-02-02,500,9.9
1993-02-02,1000,10.5
1993-02-02,1500,11.2
1993-02-02,100,9.6
1993-02-10,2000,13.5
1993-02-10,2500,13.3
1993-02-10,100,10.5
1993-02-10,1500,12.1
1993-02-10,1000,12.1
1993-02-10,500,10.8
1993-02-14,100,13.6
1993-02-14,1000,13.6
1993-02-14,500,13.7
1993-02-14,2000,10.4
1993-02-14,2500,10.8
1993-02-14,1500,11.6
1993-02-14,2700,10.8
1993-02-24,1000,11.2
1993-02-24,100,6.1
1993-02-24,2000,12.1
1993-02-24,500,7.2
1993-02-24,1500,6.9
1993-02-24,2500,10.8
1993-03-04,100,11.8
1993-03-04,500,12.2
1993-03-04,1000,13.3
1993-03-04,1500,13.8
1993-03-04,2500,13.1
1993-03-04,2000,13.8
1993-03-09,1000,13.3
1993-03-09,500,12.8
1993-03-09,2000,14.0
1993-03-09,100,13.1
1993-03-09,2500,14.3
1993-03-09,1500,13.9
1993-03-16,2700,14.8
1993-03-16,2000,14.1
1993-03-16,2500,14.8
1993-03-16,100,7.4
1993-03-16,500,7.4
1993-03-16,1500,12.8
1993-03-16,1000,12.6
1993-03-24,1500,7.4
1993-03-24,100,0.0
1993-03-24,2500,7.9
1993-03-24,500,1.0
1993-03-24,1000,7.0
1993-03-24,2000,8.1
1993-03-31,2500,15.3
1993-03-31,500,0.1
1993-03-31,1000,1.6
1993-03-31,2000,13.5
1993-03-31,100,0.0
1993-03-31,1500,8.7
1993-04-05,2000,10.4
1993-04-05,1500,7.3
1993-04-05,1000,2.8
1993-04-05,2500,13.5
1993-04-05,500,2.3
1993-04-05,100,2.3
1993-04-15,1500,1.5
1993-04-15,2700,14.8
1993-04-15,100,0.2
1993-04-15,2500,14.5
1993-04-15,1000,0.4
1993-04-15,2000,3.9
1993-04-15,500,0.2
1993-04-21,1000,0.3
1993-04-21,1500,0.2
1993-04-21,100,0.0
1993-04-21,500,0.1
1993-04-21,2500,9.4
1993-04-21,2000,2.3
1993-05-17,2600,15.4
1993-05-17,1500,0.1
1993-05-17,1000,0.0
1993-05-17,2000,2.2
1993-05-17,2500,12.5
1993-05-17,500,0.0
1993-05-17,100,0.0
1993-06-14,2700,8.9
1993-06-14,500,0.1
1993-06-14,2000,5.1
1993-06-14,100,0.0
1993-06-14,1000,3.2
1993-06-14,2500,7.0
1993-06-14,1500,5.5
1993-07-13,1500,1.3
1993-07-13,2500,8.6
1993-07-13,2700,9.1
1993-07-13,100,0.0
1993-07-13,500,0.1
1993-07-13,2000,3.8
1993-07-13,1000,0.1
1993-08-23,2700,0.1
1993-08-23,2500,0.1
1993-08-23,500,0.1
1993-08-23,1500,0.1
1993-08-23,100,0.1
1993-08-23,1000,0.0
1993-08-23,2000,0.1
1993-09-16,1000,0.0
1993-09-16,2500,0.1
1993-09-16,2000,0.1
1993-09-16,1500,0.0
1993-09-16,100,0.0
1993-09-16,500,0.0
1993-09-16,2700,0.0
1993-10-12,2700,0.9
1993-10-12,2000,0.2
1993-10-12,1000,0.1
1993-10-12,2500,1.6
1993-10-12,500,0.0
1993-10-12,1500,0.2
1993-10-12,100,0.1
1993-11-15,500,0.7
1993-11-15,2500,4.7
1993-11-15,1500,0.9
1993-11-15,2000,1.3
1993-11-15,100,0.6
1993-11-15,2600,4.7
1993-11-15,1000,0.7
1993-12-16,100,5.1
1993-12-16,500,5.2
1993-12-16,1000,7.0
1993-12-16,2700,7.5
1993-12-16,2500,7.5
1993-12-16,1500,7.1
1993-12-16,2000,7.5
1994-01-25,1500,12.4
1994-01-25,2700,11.8
1994-01-25,2500,11.8
1994-01-25,500,12.2
1994-01-25,300,
1994-01-25,100,12.0
1994-01-25,2000,11.9
1994-01-25,1000,12.3
1994-01-25,200,
1994-02-23,2000,16.1
1994-02-23,2600,16.4
1994-02-23,200,
1994-02-23,2500,16.5
1994-02-23,500,15.8
1994-02-23,300,
1994-02-23,1000,15.8
1994-02-23,100,15.7
1994-02-23,1500,15.9
1994-03-15,200,
1994-03-15,2000,15.7
1994-03-15,300,
1994-03-15,100,14.7
1994-03-15,2700,16.0
1994-03-15,1000,15.0
1994-03-15,1500,15.4
1994-03-15,2500,16.0
1994-03-15,500,15.0
1994-04-18,2000,2.5
1994-04-18,200,
1994-04-18,300,
1994-04-18,2500,4.9
1994-04-18,1000,0.8
1994-04-18,1500,0.6
1994-04-18,100,0.3
1994-04-18,2700,4.9
1994-04-18,500,1.0
1994-05-25,2000,2.5
1994-05-25,1500,0.2
1994-05-25,200,
1994-05-25,300,
1994-05-25,2500,5.0
1994-05-25,1000,0.0
1994-05-25,100,0.0
1994-05-25,500,0.0
1994-05-25,2700,4.9
1994-06-21,1000,0.3
1994-06-21,100,0.1
1994-06-21,1500,5.0
1994-06-21,300,
1994-06-21,2600,7.8
1994-06-21,200,
1994-06-21,2500,8.3
1994-06-21,500,0.0
1994-06-21,2000,7.6
1994-07-27,300,
1994-07-27,100,0.1
1994-07-27,2000,0.1
1994-07-27,1000,0.0
1994-07-27,200,
1994-07-27,1500,0.1
1994-07-27,2600,1.4
1994-07-27,500,0.0
1994-07-27,2500,1.3
1994-08-17,1500,0.1
1994-08-17,1000,0.1
1994-08-17,100,0.1
1994-08-17,2500,2.3
1994-08-17,500,0.1
1994-08-17,2600,2.2
1994-08-17,2000,1.7
1994-09-18,100,0.1
1994-09-18,500,0.0
1994-09-18,200,
1994-09-18,1000,0.2
1994-09-18,2500,0.3
1994-09-18,300,
1994-09-18,2400,0.3
1994-09-18,1500,0.3
1994-09-18,2000,0.3
1994-10-20,100,0.2
1994-10-20,1500,2.0
1994-10-20,1000,0.3
1994-10-20,2000,2.3
1994-10-20,300,
1994-10-20,2500,2.1
1994-10-20,200,
1994-10-20,2700,1.9
1994-10-20,500,0.1
1994-11-14,2600,0.3
1994-11-14,300,
1994-11-14,2000,0.6
1994-11-14,2500,3.1
1994-11-14,100,1.1
1994-11-14,200,
1994-11-14,500,1.0
1994-11-14,1500,0.6
1994-11-14,1000,1.0
1994-12-12,1500,3.8
1994-12-12,2600,3.8
1994-12-12,100,2.8
1994-12-12,2000,3.8
1994-12-12,500,3.5
1994-12-12,1000,3.7
1994-12-12,2500,3.7
1994-12-12,200,
1994-12-12,300,
1995-01-18,100,6.7
1995-01-18,2600,7.1
1995-01-18,1500,6.7
1995-01-18,1000,6.7
1995-01-18,300,
1995-01-18,200,
1995-01-18,2000,6.8
1995-01-18,2500,7.2
1995-01-18,500,6.8
1995-02-06,2600,10.8
1995-02-06,1000,9.9
1995-02-06,500,9.6
1995-02-06,200,
1995-02-06,1500,10.3
1995-02-06,2500,10.5
1995-02-06,2000,10.4
1995-02-06,100,9.5
1995-02-06,300,
1995-03-21,300,
1995-03-21,500,3.6
1995-03-21,2600,10.7
1995-03-21,2500,10.6
1995-03-21,200,
1995-03-21,1500,8.4
1995-03-21,2000,10.5
1995-03-21,1000,4.6
1995-03-21,100,3.6
1995-04-18,300,
1995-04-18,100,0.9
1995-04-18,1000,1.0
1995-04-18,1500,1.2
1995-04-18,200,
1995-04-18,500,0.9
1995-04-18,2600,8.8
1995-04-18,2000,7.8
1995-04-18,2500,9.2
1995-05-08,2500,6.0
1995-05-08,300,
1995-05-08,200,
1995-05-08,1000,0.7
1995-05-08,100,0.0
1995-05-08,2000,2.0
1995-05-08,2600,6.1
1995-05-08,1500,0.9
1995-05-08,500,0.2
1995-06-08,1000,0.5
1995-06-08,500,0.0
1995-06-08,1500,1.7
1995-06-08,2700,5.6
1995-06-08,100,0.1
1995-06-08,2000,3.0
1995-06-08,300,
1995-06-08,200,
1995-06-08,2500,5.5
1995-07-13,100,0.0
1995-07-13,2700,6.7
1995-07-13,1500,4.3
1995-07-13,2000,5.6
1995-07-13,500,0.0
1995-07-13,2500,6.8
1995-07-13,300,
1995-07-13,200,
1995-07-13,1000,0.2
1995-08-23,100,0.0
1995-08-23,2500,6.2
1995-08-23,2000,8.7
1995-08-23,1500,1.5
1995-08-23,200,
1995-08-23,2700,5.9
1995-08-23,300,
1995-08-23,500,0.0
1995-08-23,1000,0.1
1995-09-13,2500,2.1
1995-09-13,2000,0.1
1995-09-13,500,0.1
1995-09-13,300,
1995-09-13,2700,2.5
