DATE,DEPTH,NH4
1981-01-07,100,1.7
1981-01-07,1500,1.5
1981-01-07,2500,1.7
1981-01-07,500,1.6
1981-01-07,2000,1.4
1981-02-23,1000,1.6
1981-02-23,2000,1.9
1981-02-23,500,2.0
1981-02-23,2600,1.5
1981-02-23,1500,1.7
1981-02-23,100,1.8
1981-04-13,100,0.9
1981-04-13,1500,1.3
1981-04-13,2500,2.7
1981-04-13,1000,0.8
1981-04-13,500,0.9
1981-04-13,2000,1.9
1981-07-01,2000,1.1
1981-07-01,1500,0.2
1981-07-01,2600,2.5
1981-07-01,100,0.2
1981-07-01,1000,0.2
1981-07-01,500,0.2
1981-10-05,500,1.1
1981-10-05,2000,6.6
1981-10-05,2600,19.6
1981-10-05,1000,0.3
1981-10-05,1500,0.3
1981-10-05,100,1.8
1982-01-05,2600,
1982-01-05,1500,
1982-01-05,1000,
1982-01-05,2000,
1982-01-05,500,
1982-01-05,100,
1982-02-05,100,10.7
1982-02-05,2600,6.4
1982-04-13,500,0.4
1982-04-13,2000,1.8
1982-04-13,2500,2.0
1982-04-13,100,0.3
1982-04-13,1000,0.4
1982-04-13,1500,0.6
1982-05-14,2800,6.4
1982-05-14,100,5.0
1982-08-12,1000,
1982-08-12,500,
1982-08-12,2400,
1982-08-12,2800,
1982-08-12,100,
1982-08-12,1500,
1982-08-12,2000,
1982-08-24,1000,0.3
1982-08-24,2000,0.3
1982-08-24,1500,0.3
1982-08-24,2500,0.4
1982-08-24,500,0.3
1982-08-24,100,0.3
1982-10-11,1000,0.6
1982-10-11,2500,2.2
1982-10-11,1500,0.5
1982-10-11,100,0.4
1982-10-11,500,0.5
1982-10-11,2000,1.2
1982-12-01,1000,15.9
1982-12-01,2500,15.3
1982-12-01,100,15.9
1982-12-01,2000,15.3
1982-12-01,1500,19.4
1982-12-01,500,15.9
1982-12-20,2700,7.1
1982-12-20,100,5.7
1983-08-28,1000,1.1
1983-08-28,100,0.2
1983-08-28,2000,0.4
1983-08-28,2400,2.5
1983-08-28,1500,1.8
1983-08-28,2800,13.2
1983-08-28,500,0.7
1985-04-09,200,
1985-04-09,2000,
1985-04-09,300,
1985-04-09,1000,
1985-04-09,500,
1985-04-09,1500,
1985-04-09,100,
1986-01-07,1000,5.6
1986-01-07,100,5.5
1986-01-07,2500,6.0
1986-01-07,500,5.5
1986-01-07,2000,5.8
1986-01-07,1500,5.5
1986-02-11,2000,4.4
1986-02-11,100,2.6
1986-02-11,500,2.5
1986-02-11,1000,2.7
1986-02-11,2600,4.2
1986-02-11,1500,3.1
1986-03-11,2000,3.7
1986-03-11,100,0.9
1986-03-11,500,0.7
1986-03-11,1500,4.4
1986-03-11,2600,4.0
1986-03-11,1000,3.0
1986-04-07,2000,3.7
1986-04-07,100,2.9
1986-04-07,1000,7.7
1986-04-07,2500,3.7
1986-04-07,500,3.1
1986-04-07,1500,4.3
1986-05-22,1000,0.1
1986-05-22,1500,1.6
1986-05-22,500,0.1
1986-05-22,100,0.1
1986-05-22,2000,2.4
1986-05-22,2500,3.8
1986-06-09,1000,4.5
1986-06-09,100,0.4
1986-06-09,500,0.1
1986-06-09,2500,4.9
1986-06-09,2000,7.0
1986-06-09,1500,0.1
1986-07-21,2500,3.4
1986-07-21,100,0.1
1986-07-21,2000,2.9
1986-07-21,500,0.1
1986-07-21,1500,0.7
1986-07-21,1000,0.1
1986-08-07,100,0.1
1986-08-07,500,0.1
1986-08-07,2000,0.1
1986-08-07,2400,3.7
1986-08-07,1500,0.1
1986-08-07,1000,0.1
1986-09-15,500,0.2
1986-09-15,2500,0.2
1986-09-15,1500,0.2
1986-09-15,2000,0.2
1986-09-15,1000,0.2
1986-09-15,100,0.2
1986-10-20,100,0.5
1986-10-20,500,1.4
1986-10-20,1000,0.8
1986-10-20,2400,1.3
1986-10-20,1500,1.5
1986-10-20,2000,3.2
1986-12-02,100,4.2
1986-12-02,1500,4.6
1986-12-02,500,4.0
1986-12-02,1000,4.2
1986-12-02,2500,5.0
1986-12-02,2000,4.8
1986-12-18,1500,2.1
1986-12-18,2000,2.3
1986-12-18,500,2.2
1986-12-18,2500,2.9
1986-12-18,100,1.9
1986-12-18,1000,2.1
1987-02-19,2500,10.44
1987-02-19,500,9.67
1987-02-19,1500,9.56
1987-02-19,100,9.56
1987-02-19,1000,9.67
1987-02-19,2000,10.0
1987-04-14,1000,0.77
1987-04-14,2000,2.32
1987-04-14,500,0.39
1987-04-14,2600,3.29
1987-04-14,1500,1.26
1987-04-14,100,2.51
1987-06-18,1000,0.22
1987-06-18,2000,3.62
1987-06-18,500,0.44
1987-06-18,100,0.22
1987-06-18,1500,1.51
1987-09-16,100,0.22
1987-09-16,2000,0.8
1987-09-16,2500,5.31
1987-09-16,1500,0.17
1987-09-16,500,0.14
1987-09-16,1000,0.31
1987-11-23,500,0.1
1987-11-23,2600,3.51
1987-11-23,2000,0.2
1987-11-23,1000,0.1
1987-11-23,1500,0.17
1987-11-23,100,0.07
1988-01-18,2000,0.42
1988-01-18,100,0.52
1988-01-18,1500,0.57
1988-01-18,2500,0.74
1988-01-18,500,0.44
1988-01-18,1000,0.62
1988-04-19,1000,0.99
1988-04-19,2000,2.24
1988-04-19,500,0.37
1988-04-19,2700,7.5
1988-04-19,1500,1.56
1988-04-19,100,0.31
1988-05-30,100,0.29
1988-05-30,500,0.24
1988-05-30,1500,1.58
1988-05-30,1000,0.27
1988-05-30,2000,4.73
1988-05-30,2700,5.88
1988-06-20,2300,2.85
1988-06-20,2000,4.38
1988-06-20,1500,0.34
1988-06-20,100,0.21
1988-06-20,500,0.18
1988-06-20,1000,0.47
1988-07-21,100,0.3
1988-07-21,2400,3.66
1988-07-21,500,0.3
1988-07-21,1500,0.38
1988-07-21,2000,1.36
1988-07-21,1000,0.35
1988-08-22,1500,0.5
1988-08-22,1000,0.47
1988-08-22,2600,1.38
1988-08-22,2000,0.5
1988-08-22,100,0.41
1988-08-22,500,0.41
1988-09-14,500,0.21
1988-09-14,100,0.09
1988-09-14,2000,0.29
1988-09-14,1500,0.35
1988-09-14,2400,3.94
1988-09-14,1000,0.24
1988-10-10,100,0.29
1988-10-10,2000,2.11
1988-10-10,2500,2.96
1988-10-10,1000,1.26
1988-10-10,1500,1.5
1988-10-10,500,0.26
1988-11-06,100,0.26
1988-11-06,1500,0.09
1988-11-06,2000,3.18
1988-11-06,3500,7.1
1988-11-06,1000,0.1
1988-11-06,500,0.28
1988-12-08,2500,1.2
1988-12-08,1000,0.94
1988-12-08,1500,0.84
1988-12-08,2000,0.9
1988-12-08,500,0.98
1988-12-08,100,0.98
1989-01-17,1500,3.52
1989-01-17,1000,3.52
1989-01-17,2000,3.27
1989-01-17,500,3.63
1989-01-17,2500,3.24
1989-01-17,100,3.41
1989-02-14,2500,3.0
1989-02-14,100,2.9
1989-02-14,1500,2.98
1989-02-14,1000,2.85
1989-02-14,2000,3.09
1989-02-14,500,2.91
1989-03-08,2000,1.14
1989-03-08,2500,1.55
1989-03-08,1000,0.68
1989-03-08,500,0.59
1989-03-08,1500,0.71
1989-03-08,100,0.55
1989-04-11,2600,4.21
1989-04-11,500,1.4
1989-04-11,1000,1.39
1989-04-11,1500,1.5
1989-04-11,100,1.67
1989-04-11,2000,2.07
1989-05-08,1500,0.62
1989-05-08,2500,4.2
1989-05-08,2000,3.15
1989-05-08,500,0.17
1989-05-08,1000,0.18
1989-05-08,100,0.15
1989-06-13,1500,0.01
1989-06-13,500,0.06
1989-06-13,2000,0.04
1989-06-13,1000,0.06
1989-06-13,2500,0.06
1989-06-13,100,0.04
1989-07-13,1500,0.01
1989-07-13,1000,0.13
1989-07-13,2500,0.12
1989-07-13,2000,0.02
1989-07-13,500,0.0
1989-07-13,100,0.0
1989-08-27,2000,0.19
1989-08-27,100,0.1
1989-08-27,500,0.02
1989-08-27,2500,0.34
1989-08-27,1500,0.16
1989-08-27,1000,0.16
1989-09-12,100,0.35
1989-09-12,1000,0.59
1989-09-12,500,0.38
1989-09-12,2000,0.23
1989-09-12,1500,1.35
1989-09-12,2700,5.55
1989-10-17,1500,0.07
1989-10-17,100,0.05
1989-10-17,1000,0.08
1989-10-17,500,0.09
1989-10-17,2700,5.67
1989-10-17,2000,0.22
1989-11-20,1000,2.87
1989-11-20,2000,
1989-11-20,1500,
1989-11-20,2700,8.06
1989-11-20,100,0.53
1989-11-20,500,0.55
1989-12-18,1000,2.67
1989-12-18,2700,5.81
1989-12-18,500,2.66
1989-12-18,1500,2.69
1989-12-18,2000,2.58
1989-12-18,100,2.69
1990-01-17,200,
1990-01-17,2000,
1990-01-17,1000,
1990-01-22,2000,3.11
1990-01-22,1500,2.64
1990-01-22,1000,2.63
1990-01-22,500,2.61
1990-01-22,2600,1.79
1990-01-22,100,2.73
1990-02-14,1000,2.7
1990-02-14,2700,2.55
1990-02-14,1500,2.61
1990-02-14,100,2.69
1990-02-14,500,2.71
1990-02-14,2000,2.47
1990-03-13,500,1.59
1990-03-13,2000,1.89
1990-03-13,1500,1.79
1990-03-13,100,1.51
1990-03-13,1000,1.7
1990-03-13,2500,1.72
1990-04-17,2500,6.72
1990-04-17,1500,0.54
1990-04-17,2000,2.28
1990-04-17,1000,0.46
1990-04-17,100,0.02
1990-04-17,500,0.31
1990-06-19,500,
1990-06-19,1000,
1990-06-19,100,
1990-07-19,1000,0.01
1990-07-19,1500,0.05
1990-07-19,2000,0.35
1990-07-19,500,0.08
1990-07-19,2500,0.25
1990-07-19,100,0.07
1990-07-20,1500,
1990-07-20,2000,
1990-07-20,2500,
1990-08-21,1500,0.03
1990-08-21,500,0.08
1990-08-21,100,0.05
1990-08-21,2600,0.31
1990-08-21,1000,0.03
1990-08-21,2000,0.18
1990-09-18,500,0.05
1990-09-18,100,0.31
1990-09-18,2600,12.17
1990-09-18,1500,0.12
1990-09-18,2000,9.43
1990-09-18,1000,0.04
1990-10-16,1000,1.1
1990-10-16,100,0.43
1990-10-16,1500,4.35
1990-10-16,2000,7.71
1990-10-16,2600,12.24
1990-10-16,500,0.4
1990-11-14,2500,12.96
1990-11-14,2600,13.44
1990-11-14,500,3.04
1990-11-14,100,2.24
1990-11-14,2000,8.62
1990-11-14,1000,3.89
1990-11-14,1500,4.61
1990-12-13,1000,3.84
1990-12-13,1500,3.79
1990-12-13,2000,3.8
1990-12-13,100,3.67
1990-12-13,500,3.71
1990-12-13,2400,3.97
1991-01-15,1000,2.17
1991-01-15,100,2.17
1991-01-15,500,2.16
1991-01-15,1500,2.07
1991-01-15,2000,1.51
1991-01-15,2500,0.97
1991-01-15,2700,0.95
1991-02-13,1500,1.22
1991-02-13,1000,1.07
1991-02-13,2600,1.67
1991-02-13,500,0.9
1991-02-13,100,0.85
1991-02-13,2000,1.44
1991-03-20,2000,1.09
1991-03-20,1000,0.43
1991-03-20,100,0.38
1991-03-20,2500,5.67
1991-03-20,500,0.4
1991-03-20,2700,5.7
1991-03-20,1500,0.54
1991-04-15,1500,3.44
1991-04-15,2500,4.78
1991-04-15,100,0.06
1991-04-15,2000,4.48
1991-04-15,1000,2.28
1991-04-15,2700,4.65
1991-04-15,500,0.91
1991-05-21,2000,
1991-05-21,500,0.11
1991-05-21,2500,
1991-05-21,1000,0.18
1991-05-21,100,0.12
1991-05-21,1500,2.44
1991-06-17,500,0.05
1991-06-17,1500,0.6
1991-06-17,2500,3.93
1991-06-17,2000,1.3
1991-06-17,2600,4.61
1991-06-17,1000,0.23
1991-06-17,100,0.12
1991-07-22,100,0.13
1991-07-22,2500,1.95
1991-07-22,1000,0.05
1991-07-22,500,0.12
1991-07-22,2700,3.67
1991-07-22,2000,0.17
1991-07-22,1500,0.22
1991-08-14,100,0.13
1991-08-14,1000,0.16
1991-08-14,1500,0.22
1991-08-14,500,0.01
1991-08-14,2700,8.31
1991-08-14,2000,0.58
1991-09-10,2600,11.78
1991-09-10,1000,0.06
1991-09-10,500,0.06
1991-09-10,100,0.08
1991-09-10,2000,3.65
1991-09-10,1500,0.13
1991-09-10,2500,11.75
1991-10-17,500,0.12
1991-10-17,2000,8.95
1991-10-17,1000,0.49
1991-10-17,1500,1.92
1991-10-17,2600,9.2
1991-10-17,100,0.33
1991-11-12,1000,0.42
1991-11-12,2500,4.28
1991-11-12,2000,3.4
1991-11-12,100,0.25
1991-11-12,1500,0.57
1991-11-12,500,0.27
1991-12-12,2000,4.9
1991-12-12,100,0.06
1991-12-12,1500,3.78
1991-12-12,1000,2.29
1991-12-12,500,0.35
1991-12-12,2600,15.41
1991-12-12,2500,10.02
1992-01-30,1500,2.16
1992-01-30,2700,6.0
1992-01-30,2000,3.11
1992-01-30,1000,1.98
1992-01-30,2500,5.85
1992-01-30,500,1.89
1992-01-30,100,1.73
1992-02-11,2000,2.79
1992-02-11,100,3.18
1992-02-11,500,2.18
1992-02-11,2500,7.26
1992-02-11,1500,2.24
1992-02-11,1000,2.1
1992-02-20,1000,1.61
1992-02-20,2700,4.0
1992-02-20,1500,1.9
1992-02-20,100,1.62
1992-02-20,2500,3.34
1992-02-20,2000,2.47
1992-02-20,500,2.31
1992-02-27,2000,2.18
1992-02-27,500,1.25
1992-02-27,1000,1.33
1992-02-27,2500,2.73
1992-02-27,100,1.35
1992-02-27,1500,1.5
1992-03-04,500,1.73
1992-03-04,2500,2.06
1992-03-04,1000,1.88
1992-03-04,100,1.72
1992-03-04,1500,1.82
1992-03-04,2000,2.05
1992-03-19,1500,1.05
1992-03-19,1000,0.14
1992-03-19,100,0.15
1992-03-19,500,0.19
1992-03-19,2000,1.07
1992-03-19,2500,1.68
1992-03-26,1000,0.25
1992-03-26,500,0.17
1992-03-26,1500,0.19
1992-03-26,2500,0.96
1992-03-26,2000,0.81
1992-03-26,100,0.16
1992-03-30,2700,1.81
1992-03-30,100,0.16
1992-03-30,1000,0.16
1992-03-30,500,0.08
1992-03-30,2500,1.86
1992-03-30,1500,0.22
1992-03-30,2000,0.69
1992-04-21,2700,4.62
1992-04-21,500,0.09
1992-04-21,1500,2.87
1992-04-21,100,0.02
1992-04-21,2000,2.88
1992-04-21,2500,4.55
1992-04-21,1000,0.01
1992-05-13,2000,3.78
1992-05-13,1500,2.07
1992-05-13,500,0.13
1992-05-13,2500,4.72
1992-05-13,2700,4.81
1992-05-13,100,0.1
1992-05-13,1000,0.77
1992-06-16,1000,0.01
1992-06-16,100,0.03
1992-06-16,2500,2.71
1992-06-16,2700,6.46
1992-06-16,2000,0.68
1992-06-16,500,0.02
1992-06-16,1500,0.24
1992-07-09,2500,7.51
1992-07-09,1500,0.21
1992-07-09,500,0.15
1992-07-09,2000,0.25
1992-07-09,2700,8.59
1992-07-09,1000,0.18
1992-07-09,100,0.06
1992-08-06,1500,0.09
1992-08-06,100,0.03
1992-08-06,1000,0.01
1992-08-06,500,0.02
1992-08-06,2000,0.12
1992-08-06,2500,0.2
1992-08-17,100,0.06
1992-08-17,1000,0.22
1992-08-17,1500,0.23
1992-08-17,2600,1.0
1992-08-17,2500,1.42
1992-08-17,2000,0.19
1992-08-17,500,0.11
1992-08-27,2500,0.14
1992-08-27,1000,0.02
1992-08-27,2000,0.09
1992-08-27,500,0.02
1992-08-27,1500,0.04
1992-08-27,100,0.09
1992-09-03,1000,0.06
1992-09-03,500,0.04
1992-09-03,2000,0.13
1992-09-03,100,0.12
1992-09-03,1500,0.12
1992-09-03,2500,0.53
1992-09-09,1500,3.02
1992-09-09,2000,9.3
1992-09-09,1000,0.46
1992-09-09,2500,9.96
1992-09-09,500,0.34
1992-09-09,100,0.2
1992-09-09,2700,9.75
1992-09-17,2000,0.64
1992-09-17,2500,0.66
1992-09-17,100,0.08
1992-09-17,500,0.03
1992-09-17,1500,0.01
1992-09-17,1000,0.04
1992-09-24,100,0.03
1992-09-24,500,0.01
1992-09-24,1000,0.04
1992-09-24,1500,0.03
1992-09-24,2000,1.3
1992-09-24,2500,0.34
1992-10-01,2500,0.05
1992-10-01,100,0.02
1992-10-01,1000,0.02
1992-10-01,500,0.01
1992-10-01,1500,0.16
1992-10-01,2000,0.01
1992-10-12,1000,0.21
1992-10-12,2700,3.62
1992-10-12,2500,3.55
1992-10-12,100,0.15
1992-10-12,2000,0.15
1992-10-12,500,0.21
1992-10-12,1500,0.08
1992-11-16,100,0.81
1992-11-16,1500,1.43
1992-11-16,2000,3.23
1992-11-16,2500,3.08
1992-11-16,500,0.73
1992-11-16,1000,0.79
1992-12-15,1500,3.0
1992-12-15,2500,3.65
1992-12-15,2000,3.44
1992-12-15,1000,2.53
1992-12-15,100,2.37
1992-12-15,2700,3.91
1992-12-15,500,2.46
1993-01-19,2700,2.08
1993-01-19,1500,2.98
1993-01-19,100,3.01
1993-01-19,2000,3.0
1993-01-19,500,3.05
1993-01-19,1000,3.04
1993-01-19,2500,2.02
1993-02-02,2500,2.55
1993-02-02,2000,2.56
1993-02-02,500,1.65
1993-02-02,1000,2.05
1993-02-02,1500,2.25
1993-02-02,100,1.38
1993-02-10,2000,2.59
1993-02-10,2500,2.16
1993-02-10,100,1.85
1993-02-10,1500,2.51
1993-02-10,1000,2.48
1993-02-10,500,2.01
1993-02-14,100,2.55
1993-02-14,1000,2.74
1993-02-14,500,2.69
1993-02-14,2000,1.83
1993-02-14,2500,1.93
1993-02-14,1500,2.36
1993-02-14,2700,2.14
1993-02-24,1000,10.12
1993-02-24,100,10.28
1993-02-24,2000,10.87
1993-02-24,500,9.6
1993-02-24,1500,10.98
1993-02-24,2500,10.98
1993-03-04,100,10.25
1993-03-04,500,10.12
1993-03-04,1000,10.3
1993-03-04,1500,10.31
1993-03-04,2500,10.43
1993-03-04,2000,10.25
1993-03-09,1000,2.26
1993-03-09,500,3.33
1993-03-09,2000,2.71
1993-03-09,100,3.6
1993-03-09,2500,3.15
1993-03-09,1500,2.64
1993-03-16,2700,4.09
1993-03-16,2000,3.15
1993-03-16,2500,3.88
1993-03-16,100,0.16
1993-03-16,500,0.16
1993-03-16,1500,1.86
1993-03-16,1000,0.71
1993-03-24,1500,1.5
1993-03-24,100,0.1
1993-03-24,2500,2.92
1993-03-24,500,0.34
1993-03-24,1000,0.82
1993-03-24,2000,2.44
1993-03-31,2500,5.23
1993-03-31,500,0.18
1993-03-31,1000,0.86
1993-03-31,2000,5.06
1993-03-31,100,0.08
1993-03-31,1500,2.12
1993-04-05,2000,3.66
1993-04-05,1500,1.87
1993-04-05,1000,1.13
1993-04-05,2500,4.77
1993-04-05,500,0.45
1993-04-05,100,0.59
1993-04-15,1500,0.91
1993-04-15,2700,11.44
1993-04-15,100,0.04
1993-04-15,2500,9.96
1993-04-15,1000,0.31
1993-04-15,2000,2.49
1993-04-15,500,0.07
1993-04-21,1000,0.22
1993-04-21,1500,0.42
1993-04-21,100,0.08
1993-04-21,500,0.11
1993-04-21,2500,4.07
1993-04-21,2000,1.55
1993-05-17,2600,8.61
1993-05-17,1500,0.45
1993-05-17,1000,0.17
1993-05-17,2000,1.19
1993-05-17,2500,6.2
1993-05-17,500,0.11
1993-05-17,100,0.04
1993-06-14,2700,1.61
1993-06-14,500,0.07
1993-06-14,2000,0.88
1993-06-14,100,0.02
1993-06-14,1000,0.62
1993-06-14,2500,1.5
1993-06-14,1500,0.64
1993-07-13,1500,0.07
1993-07-13,2500,0.03
1993-07-13,2700,0.67
1993-07-13,100,0.08
1993-07-13,500,0.09
1993-07-13,2000,0.69
1993-07-13,1000,0.05
1993-08-23,2700,0.64
1993-08-23,2500,0.11
1993-08-23,500,0.05
1993-08-23,1500,0.19
1993-08-23,100,0.04
1993-08-23,1000,0.1
1993-08-23,2000,0.14
1993-09-16,1000,0.22
1993-09-16,2500,5.8
1993-09-16,2000,0.37
1993-09-16,1500,0.29
1993-09-16,100,0.23
1993-09-16,500,0.24
1993-09-16,2700,7.07
1993-10-12,2700,27.68
1993-10-12,2000,1.04
1993-10-12,1000,0.26
1993-10-12,2500,23.79
1993-10-12,500,0.07
1993-10-12,1500,0.47
1993-10-12,100,0.03
1993-11-15,500,0.64
1993-11-15,2500,6.78
1993-11-15,1500,0.88
1993-11-15,2000,1.52
1993-11-15,100,0.6
1993-11-15,2600,6.82
1993-11-15,1000,0.66
1993-12-16,100,3.45
1993-12-16,500,3.22
1993-12-16,1000,2.34
1993-12-16,2700,1.71
1993-12-16,2500,1.69
1993-12-16,1500,2.06
1993-12-16,2000,1.73
1994-01-25,1500,3.35
1994-01-25,2700,3.83
1994-01-25,2500,3.68
1994-01-25,500,3.15
1994-01-25,300,
1994-01-25,100,3.11
1994-01-25,2000,3.58
1994-01-25,1000,3.43
1994-01-25,200,
1994-02-23,2000,3.22
1994-02-23,2600,3.19
1994-02-23,200,
1994-02-23,2500,3.24
1994-02-23,500,2.64
1994-02-23,300,
1994-02-23,1000,2.77
1994-02-23,100,2.59
1994-02-23,1500,2.92
1994-03-15,200,
1994-03-15,2000,2.31
1994-03-15,300,
1994-03-15,100,1.71
1994-03-15,2700,2.74
1994-03-15,1000,0.69
1994-03-15,1500,1.47
1994-03-15,2500,2.63
1994-03-15,500,0.66
1994-04-18,2000,1.49
1994-04-18,200,
1994-04-18,300,
1994-04-18,2500,2.57
1994-04-18,1000,0.17
1994-04-18,1500,0.41
1994-04-18,100,0.05
1994-04-18,2700,2.67
1994-04-18,500,0.05
1994-05-25,2000,4.86
1994-05-25,1500,0.6
1994-05-25,200,
1994-05-25,300,
1994-05-25,2500,8.82
1994-05-25,1000,0.19
1994-05-25,100,0.01
1994-05-25,500,0.09
1994-05-25,2700,8.75
1994-06-21,1000,0.06
1994-06-21,100,0.03
1994-06-21,1500,1.13
1994-06-21,300,
1994-06-21,2600,4.93
1994-06-21,200,
1994-06-21,2500,5.17
1994-06-21,500,0.0
1994-06-21,2000,4.74
1994-07-27,300,
1994-07-27,100,0.07
1994-07-27,2000,0.22
1994-07-27,1000,0.08
1994-07-27,200,
1994-07-27,1500,0.1
1994-07-27,2600,7.98
1994-07-27,500,0.01
1994-07-27,2500,8.16
1994-08-17,1500,0.36
1994-08-17,1000,0.21
1994-08-17,100,0.08
1994-08-17,2500,8.96
1994-08-17,500,0.05
1994-08-17,2600,8.75
1994-08-17,2000,4.88
1994-09-18,100,0.1
1994-09-18,500,0.22
1994-09-18,200,
1994-09-18,1000,1.11
1994-09-18,2500,7.32
1994-09-18,300,
1994-09-18,2400,6.87
1994-09-18,1500,3.1
1994-09-18,2000,5.65
1994-10-20,100,0.05
1994-10-20,1500,2.29
1994-10-20,1000,0.1
1994-10-20,2000,2.75
1994-10-20,300,
1994-10-20,2500,4.46
1994-10-20,200,
1994-10-20,2700,6.49
1994-10-20,500,0.05
1994-11-14,2600,25.15
1994-11-14,300,
1994-11-14,2000,0.49
1994-11-14,2500,16.25
1994-11-14,100,2.13
1994-11-14,200,
1994-11-14,500,2.07
1994-11-14,1500,0.92
1994-11-14,1000,1.84
1994-12-12,1500,3.0
1994-12-12,2600,3.8
1994-12-12,100,2.11
1994-12-12,2000,2.97
1994-12-12,500,2.6
1994-12-12,1000,2.83
1994-12-12,2500,3.38
1994-12-12,200,
1994-12-12,300,
1995-01-18,100,3.46
1995-01-18,2600,4.98
1995-01-18,1500,3.42
1995-01-18,1000,3.46
1995-01-18,300,
1995-01-18,200,
1995-01-18,2000,3.59
1995-01-18,2500,4.73
1995-01-18,500,3.45
1995-02-06,2600,5.4
1995-02-06,1000,4.24
1995-02-06,500,4.21
1995-02-06,200,
1995-02-06,1500,4.65
1995-02-06,2500,4.74
1995-02-06,2000,4.54
1995-02-06,100,4.24
1995-02-06,300,
1995-03-21,300,
1995-03-21,500,0.24
1995-03-21,2600,0.36
1995-03-21,2500,0.48
1995-03-21,200,
1995-03-21,1500,0.39
1995-03-21,2000,0.29
1995-03-21,1000,0.31
1995-03-21,100,0.2
1995-04-18,300,
1995-04-18,100,0.61
1995-04-18,1000,1.21
1995-04-18,1500,1.26
1995-04-18,200,
1995-04-18,500,1.1
1995-04-18,2600,9.82
1995-04-18,2000,7.26
1995-04-18,2500,9.34
1995-05-08,2500,10.3
1995-05-08,300,
1995-05-08,200,
1995-05-08,1000,0.66
1995-05-08,100,0.05
1995-05-08,2000,3.39
1995-05-08,2600,10.37
1995-05-08,1500,1.66
1995-05-08,500,0.21
1995-06-08,1000,0.24
1995-06-08,500,0.05
1995-06-08,1500,0.41
1995-06-08,2700,5.79
1995-06-08,100,0.02
1995-06-08,2000,0.85
1995-06-08,300,
1995-06-08,200,
1995-06-08,2500,5.61
1995-07-13,100,0.07
1995-07-13,2700,6.07
1995-07-13,1500,0.32
1995-07-13,2000,1.28
1995-07-13,500,0.03
1995-07-13,2500,3.45
1995-07-13,300,
1995-07-13,200,
1995-07-13,1000,0.05
1995-08-23,100,0.04
1995-08-23,2500,0.39
1995-08-23,2000,0.2
1995-08-23,1500,0.04
1995-08-23,200,
1995-08-23,2700,0.32
1995-08-23,300,
1995-08-23,500,0.02
1995-08-23,1000,0.05
1995-09-13,2500,2.31
1995-09-13,2000,0.12
1995-09-13,500,0.05
1995-09-13,300,
1995-09-13,2700,3.06
1995-09-13,1000,0.02
1995-09-13,200,
1995-09-13,1500,0.06
1995-09-13,100,0.09
1995-10-30,500,0.04
1995-10-30,1500,4.4
1995-10-30,200,
1995-10-30,100,1.59
1995-10-30,300,
1995-10-30,2000,4.48
1995-10-30,2600,5.04
1995-10-30,2500,5.03
1995-10-30,1000,0.19
1995-11-22,200,
1995-11-22,2500,
1995-11-22,100,
1995-11-22,1000,
1995-11-22,1500,
1995-11-22,2700,
1995-11-22,2000,
1995-11-22,300,
1995-11-22,500,
1995-12-13,1500,4.34
1995-12-13,2000,4.36
1995-12-13,100,4.16
1995-12-13,1000,4.19
1995-12-13,2500,4.6
1995-12-13,2600,4.52
1995-12-13,500,4.09
1995-12-13,300,
1995-12-13,200,
1996-01-17,2000,4.2
1996-01-17,1500,3.72
1996-01-17,2700,9.3
1996-01-17,100,2.85
1996-01-17,500,3.0
1996-01-17,2500,9.3
1996-01-17,1000,3.31
1996-02-29,500,
1996-02-29,100,
1996-02-29,1000,
1996-02-29,2000,
1996-02-29,1500,
1996-03-06,1000,
1996-03-06,1500,
1996-03-06,2000,
1996-03-06,300,
1996-03-06,200,
1996-03-06,500,
1996-03-06,100,
1996-03-22,1000,0.05
1996-03-22,2000,1.18
1996-03-22,100,0.06
1996-03-22,500,0.06
1996-03-22,2100,1.27
1996-03-22,1500,0.08
1996-03-23,200,
1996-03-27,100,0.15
1996-03-27,2000,1.29
1996-03-27,500,0.13
1996-03-27,1500,0.75
1996-03-27,1000,0.15
1996-03-27,200,
1996-03-28,1500,1.11
1996-03-28,2000,2.99
1996-03-28,100,0.57
1996-03-28,2500,4.46
1996-03-28,1000,0.97
1996-03-28,500,0.58
1996-03-28,2700,4.73
1996-04-02,200,
1996-04-02,1500,1.07
1996-04-02,1000,0.89
1996-04-02,2700,4.9
1996-04-02,500,0.05
1996-04-02,2000,2.79
1996-04-02,100,0.18
1996-04-02,2500,5.11
1996-04-11,2700,5.75
1996-04-11,2000,2.13
1996-04-11,100,0.13
1996-04-11,500,0.16
1996-04-11,1500,0.01
1996-04-11,1000,0.16
1996-04-11,2500,4.84
1996-05-13,2000,1.22
1996-05-13,500,0.96
1996-05-13,100,0.48
1996-05-13,1500,0.13
1996-05-13,2600,1.27
1996-05-13,2500,1.0
1996-05-13,1000,0.97
1996-06-05,1500,1.6
1996-06-05,100,0.55
1996-06-05,2000,1.51
1996-06-05,500,0.17
1996-06-05,1000,0.27
1996-06-05,2600,2.1
1996-06-05,2500,2.38
1996-06-27,1500,0.3
1996-06-27,500,0.25
1996-06-27,200,
1996-06-27,1000,0.3
1996-06-27,2500,2.2
1996-06-27,100,0.85
1996-06-27,2000,0.6
1996-07-04,1000,0.3
1996-07-04,2000,0.7
1996-07-04,1500,0.42
