DATE,DEPTH,SIO2
2004-07-13,1000,2.94
2004-07-13,1500,5.36
2004-07-13,2000,26.26
2004-07-13,2500,34.23
2004-08-10,100,0.35
2004-08-10,500,0.68
2004-08-10,1000,1.41
2004-08-10,1500,2.29
2004-08-10,2000,11.72
2004-08-10,2500,58.42
2004-09-13,100,25.77
2004-09-13,500,26.22
2004-09-13,1000,26.7
2004-09-13,1500,35.56
2004-09-13,2000,37.9
2004-09-13,2500,40.16
2004-10-13,100,10.9
2004-10-13,500,11.33
2004-10-13,1000,19.54
2004-10-13,1500,23.26
2004-10-13,2000,25.03
2004-10-13,2500,22.15
2004-11-09,100,7.98
2004-11-09,500,8.23
2004-11-09,1000,9.48
2004-11-09,1500,11.94
2004-11-09,2000,16.73
2004-11-09,2500,51.36
2004-12-15,100,4.29
2004-12-15,500,4.4
2004-12-15,1000,4.42
2004-12-15,1500,4.55
2004-12-15,2000,4.76
2004-12-15,2500,27.46
2005-01-18,100,11.24
2005-01-18,500,11.36
2005-01-18,1000,11.4
2005-01-18,1500,12.48
2005-01-18,2000,12.07
2005-01-18,2500,12.2
2005-02-22,100,9.6
2005-02-22,500,9.61
2005-02-22,1000,10.08
2005-02-22,1500,10.61
2005-02-22,2000,13.21
2005-02-22,2500,16.95
2005-03-29,100,0.38
2005-03-29,500,1.04
2005-03-29,1000,1.78
2005-03-29,1500,2.18
2005-03-29,2000,2.37
2005-03-29,2500,23.1
2005-04-26,100,1.11
2005-04-26,500,1.12
2005-04-26,1000,1.21
2005-04-26,1500,1.24
2005-04-26,2000,12.77
2005-04-26,2500,19.06
2005-05-20,100,2.6
2005-05-20,500,3.55
2005-05-20,1000,17.84
2005-05-20,1500,13.6
2005-05-20,2000,20.06
2005-05-20,2500,24.62
2005-06-21,100,3.35
2005-06-21,500,4.13
2005-06-21,1000,9.9
2005-06-21,1500,18.51
2005-06-21,2000,27.78
2005-06-21,2500,33.39
2005-07-28,100,0.86
2005-07-28,500,1.0
2005-07-28,1000,3.71
2005-07-28,1500,26.45
2005-07-28,2000,72.65
2005-07-28,2500,45.65
2005-08-11,100,1.73
2005-08-11,500,1.81
2005-08-11,1000,3.8
2005-08-11,1500,19.88
2005-08-11,2000,52.88
2005-08-11,2500,72.4
2005-09-14,100,3.69
2005-09-14,500,3.64
2005-09-14,1000,2.89
2005-09-14,1500,9.86
2005-09-14,2000,27.41
2005-09-14,2500,69.69
2005-10-26,100,12.33
2005-10-26,500,12.82
2005-10-26,1000,13.65
2005-10-26,1500,13.88
2005-10-26,2000,37.4
2005-10-26,2500,91.95
2005-11-15,100,28.15
2005-11-15,500,27.82
2005-11-15,1000,29.59
2005-11-15,1500,29.31
2005-11-15,2000,28.51
2005-11-15,2500,22.3
2005-12-13,100,11.3
2005-12-13,500,11.03
2005-12-13,1000,11.84
2005-12-13,1500,11.64
2005-12-13,2000,17.26
2005-12-13,2500,33.34
2006-01-17,100,35.86
2006-01-17,500,20.5
2006-01-17,1000,13.92
2006-01-17,1500,11.14
2006-01-17,2000,9.78
2006-01-17,2500,9.82
2006-02-14,100,3.71
2006-02-14,500,4.58
2006-02-14,1000,7.98
2006-02-14,1500,10.72
2006-02-14,2000,13.97
2006-02-14,2500,19.94
2006-03-14,100,1.39
2006-03-14,500,1.57
2006-03-14,1000,1.73
2006-03-14,1500,1.73
2006-03-14,2000,1.9
2006-03-14,2500,5.7
2006-04-21,100,4.03
2006-04-21,500,4.66
2006-04-21,1000,9.4
2006-04-21,1500,9.2
2006-04-21,2000,11.76
2006-04-21,2500,23.85
2006-05-17,100,5.76
2006-05-17,500,5.26
2006-05-17,1000,3.78
2006-05-17,1500,4.43
2006-05-17,2000,21.7
2006-05-17,2500,63.2
2006-06-21,100,4.28
2006-06-21,500,4.22
2006-06-21,1000,4.22
2006-06-21,1500,6.0
2006-06-21,2000,29.72
2006-06-21,2500,31.55
2006-07-27,100,4.51
2006-07-27,500,4.32
2006-07-27,1000,3.74
2006-07-27,1500,20.47
2006-07-27,2000,33.02
2006-07-27,2500,47.22
2006-08-17,100,7.03
2006-08-17,500,5.87
2006-08-17,1000,8.62
2006-08-17,1500,23.65
2006-08-17,2000,15.88
2006-08-17,2500,45.5
2006-09-20,100,7.24
2006-09-20,500,7.02
2006-09-20,1000,7.1
2006-09-20,1500,8.4
2006-09-20,2000,50.66
2006-09-20,2500,54.25
2006-10-11,100,
2006-10-11,500,
2006-10-11,1000,
2006-10-11,1500,
2006-10-11,2000,
2006-10-11,2500,
2006-11-14,100,14.22
2006-11-14,500,14.84
2006-11-14,1000,14.7
2006-11-14,1500,15.45
2006-11-14,2000,26.95
2006-11-14,2500,54.99
2006-12-12,100,12.52
2006-12-12,500,12.42
2006-12-12,1000,13.41
2006-12-12,1500,14.08
2006-12-12,2000,15.82
2006-12-12,2500,16.82
2007-02-22,100,15.8
2007-02-22,500,15.3
2007-02-22,1000,16.62
2007-02-22,1500,18.19
2007-02-22,2000,18.18
2007-02-22,2500,17.91
2007-03-15,100,13.41
2007-03-15,500,14.08
2007-03-15,1000,16.16
2007-03-15,1500,17.28
2007-03-15,2000,20.8
2007-03-15,2500,27.2
2007-04-05,100,13.6
2007-04-05,500,13.5
2007-04-05,1000,13.47
2007-04-05,1500,13.16
2007-04-05,2000,19.87
2007-04-05,2500,17.21
2007-05-04,100,0.0
2007-05-04,500,0.0
2007-05-04,1000,1.19
2007-05-04,1500,12.03
2007-05-04,2000,24.84
2007-05-04,2500,9.07
2007-05-14,100,1.02
2007-05-14,500,1.16
2007-05-14,1000,7.01
2007-05-14,1500,15.36
2007-05-14,2000,33.03
2007-05-14,2500,33.36
2007-06-14,100,4.94
2007-06-14,500,4.91
2007-06-14,1000,3.79
2007-06-14,1500,4.27
2007-06-14,2000,16.56
2007-06-14,2500,76.47
2007-07-12,100,4.18
2007-07-12,500,4.51
2007-07-12,1000,16.02
2007-07-12,1500,28.61
2007-07-12,2000,37.71
2007-07-12,2500,55.86
2007-08-16,100,8.0
2007-08-16,500,7.69
2007-08-16,1000,20.67
2007-08-16,1500,25.61
2007-08-16,2000,30.24
2007-08-16,2500,43.44
2007-09-12,100,10.26
2007-09-12,500,10.04
2007-09-12,1000,10.2
2007-09-12,1500,11.37
2007-09-12,2000,46.22
2007-09-12,2500,69.45
2007-10-16,100,13.41
2007-10-16,500,13.46
2007-10-16,1000,13.45
2007-10-16,1500,18.84
2007-10-16,2000,38.66
2007-10-16,2500,47.45
2007-11-13,100,19.19
2007-11-13,500,19.35
2007-11-13,1000,19.7
2007-11-13,1500,22.12
2007-11-13,2000,30.78
2007-11-13,2500,53.36
2007-12-11,100,22.88
2007-12-11,500,22.53
2007-12-11,1000,22.33
2007-12-11,1500,21.86
2007-12-11,2000,24.31
2007-12-11,2500,26.54
2008-01-17,100,29.45
2008-01-17,500,31.2
2008-01-17,1000,32.88
2008-01-17,1500,34.97
2008-01-17,2000,36.77
2008-01-17,2500,37.49
2008-02-19,100,14.75
2008-02-19,500,14.75
2008-02-19,1000,15.6
2008-02-19,1500,14.8
2008-02-19,2000,18.99
2008-02-19,2500,20.62
2008-03-01,0,
2008-04-16,100,6.66
2008-04-16,500,6.0
2008-04-16,1000,2.87
2008-04-16,1500,1.12
2008-04-16,2000,0.11
2008-04-16,2500,13.29
2008-05-20,100,6.7
2008-05-20,500,6.69
2008-05-20,1000,7.06
2008-05-20,1500,5.62
2008-05-20,2000,18.99
2008-05-20,2500,35.7
2008-06-24,100,6.94
2008-06-24,500,7.74
2008-06-24,1000,7.76
2008-06-24,1500,14.91
2008-06-24,2000,25.19
2008-06-24,2500,35.96
2008-07-09,100,6.63
2008-07-09,500,9.06
2008-07-09,1000,10.04
2008-07-09,1500,8.84
2008-07-09,2000,21.01
2008-07-09,2500,35.02
2008-08-19,100,4.69
2008-08-19,500,4.66
2008-08-19,1000,8.51
2008-08-19,1500,16.15
2008-08-19,2000,32.98
2008-08-19,2500,55.6
2008-09-15,100,8.46
2008-09-15,500,8.0
2008-09-15,1000,6.55
2008-09-15,1500,7.2
2008-09-15,2000,35.63
2008-09-15,2500,61.63
2008-09-16,100,8.0
2008-09-16,500,8.23
2008-09-16,1000,8.38
2008-09-16,1500,8.25
2008-09-16,2000,40.23
2008-09-16,2500,62.26
2008-09-17,100,7.88
2008-09-17,500,7.79
2008-09-17,1000,7.82
2008-09-17,1500,7.05
2008-09-17,2000,24.92
2008-09-17,2500,65.07
2008-09-18,100,6.49
2008-09-18,500,7.14
2008-09-18,1000,7.52
2008-09-18,1500,7.1
2008-09-18,2000,35.71
2008-09-18,2500,65.8
2008-10-27,100,23.23
2008-10-27,500,22.24
2008-10-27,1000,24.83
2008-10-27,1500,23.66
2008-10-27,2000,18.02
2008-10-27,2500,16.66
2008-11-17,100,21.01
2008-11-17,500,21.68
2008-11-17,1000,22.75
2008-11-17,1500,27.99
2008-11-17,2000,29.81
2008-11-17,2500,30.6
2008-12-08,100,
2008-12-08,500,
2008-12-08,1000,
2008-12-08,1500,
2008-12-08,2000,
2008-12-08,2500,
2019-10-29,100,2.1
2019-10-29,500,2.2
2019-10-29,1000,2.38
2019-10-29,1500,12.74
2019-10-29,2000,28.81
2019-10-29,2500,45.45
2019-11-19,100,9.18
2019-11-19,500,12.53
2019-11-19,1000,13.78
2019-11-19,1500,16.35
2019-11-19,2000,40.28
2019-11-19,2500,46.06
2019-12-10,100,10.41
2019-12-10,500,13.43
2019-12-10,1000,16.32
2019-12-10,1500,19.1
2019-12-10,2000,18.42
2019-12-10,2500,17.84
2020-01-07,100,13.88
2020-01-07,500,14.39
2020-01-07,1000,14.56
2020-01-07,1500,18.86
2020-01-07,2000,25.26
2020-01-07,2500,27.25
2020-03-03,100,1.27
2020-03-03,500,1.67
2020-03-03,1000,1.79
2020-03-03,1500,2.15
2020-03-03,2000,4.05
2020-03-03,2500,8.14
2020-04-28,100,
2020-04-28,500,
2020-04-28,1000,
2020-04-28,1500,
2020-04-28,2000,
2020-04-28,2500,
2020-05-19,100,
2020-05-19,500,
2020-05-19,1000,
2020-05-19,1500,
2020-05-19,2000,
2020-05-19,2500,
2020-06-09,100,
2020-06-09,500,
2020-06-09,1000,
2020-06-09,1500,
2020-06-09,2000,
2020-06-09,2500,
2020-07-01,100,
2020-07-01,500,
2020-07-01,1000,
2020-07-01,1500,
2020-07-01,2000,
2020-07-01,2500,
2020-07-30,100,
2020-07-30,500,
2020-07-30,1000,
2020-07-30,1500,
2020-07-30,2000,
2020-07-30,2500,
2020-08-24,100,
2020-08-24,500,
2020-08-24,1000,
2020-08-24,1500,
2020-08-24,2000,
2020-08-24,2500,
2020-09-15,100,
2020-09-15,500,
2020-09-15,1000,
2020-09-15,1500,
2020-09-15,2000,
2020-09-15,2500,
2021-02-17,100,
2021-02-17,500,
2021-02-17,1000,
2021-02-17,1500,
2021-02-17,2000,
2021-02-17,2500,
2021-03-16,100,
2021-03-16,500,
2021-03-16,1000,
2021-03-16,1500,
2021-03-16,2000,
2021-03-16,2500,
2021-04-07,100,
2021-04-07,500,
2021-04-07,1000,
2021-04-07,1500,
2021-04-07,2000,
2021-04-07,2500,
2021-05-26,100,
2021-05-26,500,
2021-05-26,1000,
2021-05-26,1500,
2021-05-26,2000,
2021-05-26,2500,
2021-06-09,100,
2021-06-09,500,
2021-06-09,1000,
2021-06-09,1500,
2021-06-09,2000,
2021-06-09,2500,
2021-07-21,2500,
2021-07-21,2000,
2021-07-21,1500,
2021-07-21,1000,
2021-07-21,500,
2021-07-21,100,
2021-08-21,100,
2021-08-21,500,
2021-08-21,1000,
2021-08-21,1500,
2021-08-21,2000,
2021-08-21,2500,
2021-09-01,100,
2021-09-01,500,
2021-09-01,1000,
2021-09-01,1500,
2021-09-01,2000,
2021-09-01,2500,
2021-10-06,100,
2021-10-06,500,
2021-10-06,1000,
2021-10-06,1500,
2021-10-06,2000,
2021-10-06,2500,
2021-11-03,100,
2021-11-03,500,
2021-11-03,1000,
2021-11-03,1500,
2021-11-03,2000,
2021-11-03,2500,
2022-02-02,100,
2022-02-02,500,
2022-02-02,1000,
2022-02-02,1500,
2022-02-02,2000,
2022-02-02,2500,
2022-03-02,100,
2022-03-02,500,
2022-03-02,1000,
2022-03-02,1500,
2022-03-02,2000,
2022-03-02,2500,
2022-04-12,100,
2022-04-12,500,
2022-04-12,1000,
2022-04-12,1500,
2022-04-12,2000,
2022-04-12,2500,
2022-05-03,100,
2022-05-03,500,
2022-05-03,1000,
2022-05-03,1500,
2022-05-03,2000,
2022-05-03,2500,
1999-06-18,100,
1999-06-18,500,
1999-06-18,1000,
1999-06-18,1500,
1999-06-18,2000,
1999-06-18,2500,
2012-05-14,0,
,0,
2019-12-10,0,
2020-10-16,100,
2020-10-16,500,
2020-10-16,1000,
2020-10-16,1500,
2020-10-16,2000,
2020-10-16,2500,
2021-07-20,100,
2021-07-20,500,
2021-07-20,1000,
2021-07-20,1500,
2021-07-20,2000,
2021-07-20,2500,
