DATE,DEPTH,CTDTMP
2012-08-07,2500,11.389
2012-09-27,100,13.253
2012-09-27,500,13.284
2012-09-27,1000,13.857
2012-09-27,1500,13.594
2012-09-27,2000,13.489
2012-09-27,2500,13.013
2012-10-02,100,13.46
2012-10-02,500,13.47
2012-10-02,1000,13.503
2012-10-02,1500,13.814
2012-10-02,2000,12.909
2012-10-02,2500,13.011
2012-11-06,100,9.466
2012-11-06,500,9.468
2012-11-06,1000,9.507
2012-11-06,1500,10.063
2012-11-06,2000,11.876
2012-11-06,2500,12.118
2012-12-04,100,6.699
2012-12-04,500,6.748
2012-12-04,1000,8.128
2012-12-04,1500,8.425
2012-12-04,2000,8.675
2012-12-04,2500,8.925
2013-01-01,0,
2013-02-06,100,2.034
2013-02-06,500,2.029
2013-02-06,1000,2.034
2013-02-06,1500,2.259
2013-02-06,2000,3.642
2013-02-06,2500,4.57
2013-03-05,100,1.257
2013-03-05,500,1.282
2013-03-05,1000,1.222
2013-03-05,1500,1.167
2013-03-05,2000,1.969
2013-03-05,2500,3.152
2013-04-03,100,1.478
2013-04-03,500,1.036
2013-04-03,1000,1.067
2013-04-03,1500,0.712
2013-04-03,2000,0.7
2013-04-03,2500,0.64
2013-05-24,100,11.202
2013-05-24,500,11.06
2013-05-24,1000,11.125
2013-05-24,1500,8.47
2013-05-24,2000,4.627
2013-05-24,2500,5.108
2013-06-04,100,13.869
2013-06-04,500,13.871
2013-06-04,1000,13.793
2013-06-04,1500,13.59
2013-06-04,2000,5.983
2013-06-04,2500,5.285
2013-07-04,100,16.087
2013-07-04,500,14.877
2013-07-04,1000,8.147
2013-07-04,1500,7.644
2013-07-04,2000,7.373
2013-07-04,2500,7.752
2013-08-28,100,18.732
2013-08-28,500,17.851
2013-08-28,1000,16.733
2013-08-28,1500,16.35
2013-08-28,2000,12.762
2013-08-28,2500,9.082
2013-09-24,100,15.534
2013-09-24,500,15.538
2013-09-24,1000,15.761
2013-09-24,1500,15.731
2013-09-24,2000,15.152
2013-09-24,2500,11.247
2013-10-01,100,14.162
2013-10-01,500,14.28
2013-10-01,1000,14.455
2013-10-01,1500,14.633
2013-10-01,2000,13.16
2013-10-01,2500,10.252
2013-11-05,100,11.473
2013-11-05,500,11.473
2013-11-05,1000,11.478
2013-11-05,1500,11.991
2013-11-05,2000,12.16
2013-11-05,2500,12.112
2013-12-03,100,7.066
2013-12-03,500,7.078
2013-12-03,1000,7.091
2013-12-03,1500,9.087
2013-12-03,2000,11.191
2013-12-03,2500,11.143
2014-02-25,100,2.856
2014-02-25,500,2.805
2014-02-25,1000,2.641
2014-02-25,1500,2.538
2014-02-25,2000,2.69
2014-02-25,2500,3.433
2014-03-05,100,3.242
2014-03-05,500,2.866
2014-03-05,1000,2.752
2014-03-05,1500,3.436
2014-03-05,2000,3.519
2014-03-05,2500,3.652
2014-04-15,100,7.286
2014-04-15,500,7.278
2014-04-15,1000,7.44
2014-04-15,1500,7.365
2014-04-15,2000,6.846
2014-04-15,2500,5.765
2014-05-07,100,11.093
2014-05-07,500,11.117
2014-05-07,1000,9.646
2014-05-07,1500,7.875
2014-05-07,2000,6.606
2014-05-07,2500,6.058
2014-06-21,100,17.016
2014-06-21,500,16.998
2014-06-21,1000,16.902
2014-06-21,1500,13.177
2014-06-21,2000,9.701
2014-06-21,2500,7.483
2014-07-08,100,18.113
2014-07-08,500,17.981
2014-07-08,1000,15.149
2014-07-08,1500,14.097
2014-07-08,2000,12.092
2014-07-08,2500,10.921
2014-08-28,100,16.7
2014-08-28,500,16.543
2014-08-28,1000,13.886
2014-08-28,1500,14.548
2014-08-28,2000,14.328
2014-08-28,2500,13.66
2014-09-23,100,16.507
2014-09-23,500,16.502
2014-09-23,1000,16.551
2014-09-23,1500,16.604
2014-09-23,2000,16.788
2014-09-23,2500,13.181
2014-10-21,100,
2014-10-21,500,14.354
2014-10-21,1000,14.596
2014-10-21,1500,14.611
2014-10-21,2000,14.56
2014-10-21,2500,13.545
2014-11-18,100,11.556
2014-11-18,500,11.545
2014-11-18,1000,11.546
2014-11-18,1500,11.561
2014-11-18,2000,11.646
2014-11-18,2500,13.021
2014-12-16,100,6.616
2014-12-16,500,6.62
2014-12-16,1000,6.631
2014-12-16,1500,6.693
2014-12-16,2000,7.296
2014-12-16,2500,7.979
2015-01-06,100,5.606
2015-01-06,500,5.611
2015-01-06,1000,5.649
2015-01-06,1500,6.277
2015-01-06,2000,6.997
2015-01-06,2500,7.159
2015-02-23,100,3.451
2015-02-23,500,3.467
2015-02-23,1000,3.683
2015-02-23,1500,3.913
2015-02-23,2000,4.049
2015-02-23,2500,4.056
2015-03-17,100,4.527
2015-03-17,500,4.389
2015-03-17,1000,4.239
2015-03-17,1500,3.45
2015-03-17,2000,3.715
2015-03-17,2500,3.932
2015-04-21,100,8.264
2015-04-21,500,7.745
2015-04-21,1000,6.79
2015-04-21,1500,6.247
2015-04-21,2000,4.498
2015-04-21,2500,4.207
2015-05-12,100,10.691
2015-05-12,500,10.613
2015-05-12,1000,9.406
2015-05-12,1500,9.175
2015-05-12,2000,5.623
2015-05-12,2500,4.943
2015-06-04,100,12.036
2015-06-04,500,11.706
2015-06-04,1000,9.566
2015-06-04,1500,9.134
2015-06-04,2000,7.397
2015-06-04,2500,6.478
2015-06-21,100,14.692
2015-06-21,500,14.672
2015-06-21,1000,14.608
2015-06-21,1500,13.31
2015-06-21,2000,8.472
2015-06-21,2500,6.627
2015-07-14,100,16.818
2015-07-14,500,16.683
2015-07-14,1000,15.495
2015-07-14,1500,13.881
2015-07-14,2000,11.377
2015-07-14,2500,7.944
2015-08-04,100,17.122
2015-08-04,500,16.89
2015-08-04,1000,15.016
2015-08-04,1500,11.582
2015-08-04,2000,10.021
2015-08-04,2500,9.976
2015-09-10,100,16.548
2015-09-10,500,16.854
2015-09-10,1000,16.883
2015-09-10,1500,16.835
2015-09-10,2000,14.834
2015-09-10,2500,14.006
2015-10-15,0,
2015-11-05,100,11.068
2015-11-05,500,11.054
2015-11-05,1000,11.053
2015-11-05,1500,11.452
2015-11-05,2000,12.868
2015-11-05,2500,12.911
2015-12-08,100,8.161
2015-12-08,500,8.195
2015-12-08,1000,8.374
2015-12-08,1500,8.455
2015-12-08,2000,8.817
2015-12-08,2500,8.295
2016-01-05,0,
2016-02-09,0,
2016-03-08,100,3.578
2016-03-08,2640,4.657
2016-03-08,500,3.579
2016-03-08,1000,3.559
2016-03-08,1500,3.939
2016-03-08,2000,4.173
2016-03-08,2500,4.628
2016-04-12,100,6.225
2016-04-12,500,6.11
2016-04-12,1000,5.581
2016-04-12,1500,4.683
2016-04-12,2000,4.152
2016-04-12,2500,4.267
2016-05-03,100,9.47
2016-05-03,500,7.518
2016-05-03,1000,6.731
2016-05-03,1500,5.908
2016-05-03,2000,5.87
2016-05-03,2500,5.09
2016-06-01,100,16.228
2016-06-01,500,16.2
2016-06-01,1000,11.325
2016-06-01,1500,10.073
2016-06-01,2000,7.067
2016-06-01,2500,5.665
2016-06-21,0,
2016-07-05,100,17.746
2016-07-05,500,16.63
2016-07-05,1000,12.905
2016-07-05,1500,11.153
2016-07-05,2000,8.268
2016-07-05,2500,8.588
2016-08-03,100,19.032
2016-08-03,500,19.248
2016-08-03,1000,15.541
2016-08-03,1500,12.688
2016-08-03,2000,10.639
2016-08-03,2500,10.746
2016-09-21,100,17.406
2016-09-21,500,17.777
2016-09-21,1000,17.968
2016-09-21,1500,18.628
2016-09-21,2000,17.839
2016-09-21,2500,11.32
2016-10-19,100,12.274
2016-10-19,500,12.285
2016-10-19,1000,12.355
2016-10-19,1500,13.382
2016-10-19,2000,14.784
2016-10-19,2500,12.253
2016-11-08,100,9.533
2016-11-08,500,9.549
2016-11-08,1000,9.565
2016-11-08,1500,9.566
2016-11-08,2000,9.796
2016-11-08,2500,12.171
2016-12-06,100,6.258
2016-12-06,500,6.259
2016-12-06,1000,6.272
2016-12-06,1500,6.483
2016-12-06,2000,8.219
2016-12-06,2500,10.173
2017-01-10,100,4.327
2017-01-10,500,4.333
2017-01-10,1000,4.423
2017-01-10,1500,5.607
2017-01-10,2000,5.457
2017-01-10,2500,5.3
2017-02-21,0,
2017-03-13,100,3.749
2017-03-13,500,3.623
2017-03-13,1000,2.939
2017-03-13,1500,3.012
2017-03-13,2000,3.23
2017-03-13,2500,3.257
2017-04-10,100,7.153
2017-04-10,500,7.153
2017-04-10,1000,7.143
2017-04-10,1500,6.2
2017-04-10,2000,3.467
2017-04-10,2500,3.474
2017-05-03,0,
2017-06-21,100,17.35
2017-06-21,500,17.284
2017-06-21,1000,14.563
2017-06-21,1500,12.998
2017-06-21,2000,8.977
2017-06-21,2500,8.567
2017-07-17,100,16.968
2017-07-17,500,16.943
2017-07-17,1000,15.639
2017-07-17,1500,12.621
2017-07-17,2000,11.623
2017-07-17,2500,10.763
2017-08-01,100,18.712
2017-08-01,500,18.402
2017-08-01,1000,17.223
2017-08-01,1500,15.215
2017-08-01,2000,12.796
2017-08-01,2500,10.808
2017-09-12,100,15.001
2017-09-12,500,14.968
2017-09-12,1000,14.207
2017-09-12,1500,13.547
2017-09-12,2000,13.612
2017-09-12,2500,13.532
2017-10-24,100,13.184
2017-10-24,2500,13.188
2017-10-24,500,13.189
2017-10-24,1000,13.679
2017-10-24,1500,13.502
2017-10-24,2000,13.217
2017-11-09,100,11.106
2017-11-09,2500,13.126
2017-11-09,500,11.131
2017-11-09,1000,11.277
2017-11-09,1500,11.873
2017-11-09,2000,12.347
2017-12-19,100,5.766
2017-12-19,500,5.767
2017-12-19,1000,5.572
2017-12-19,1500,5.63
2017-12-19,2000,5.844
2017-12-19,2500,6.446
2018-01-10,100,4.513
2018-01-10,500,4.579
2018-01-10,1000,4.611
2018-01-10,1500,4.823
2018-01-10,2000,4.84
2018-01-10,2500,4.839
2018-02-20,100,2.859
2018-02-20,500,2.937
2018-02-20,1000,3.282
2018-02-20,1500,3.51
2018-02-20,2000,4.051
2018-02-20,2500,4.695
2018-03-26,100,1.815
2018-03-26,500,1.807
2018-03-26,1000,1.804
2018-03-26,1500,1.39
2018-03-26,2000,1.22
2018-03-26,2500,1.072
2018-04-18,100,5.145
2018-04-18,500,4.848
2018-04-18,1000,4.043
2018-04-18,1500,3.945
2018-04-18,2000,3.964
2018-04-18,2500,3.886
2018-05-08,100,7.928
2018-05-08,500,7.782
2018-05-08,1000,6.153
2018-05-08,1500,6.179
2018-05-08,2000,6.197
2018-05-08,2500,5.37
2018-06-21,100,17.303
2018-06-21,500,14.263
2018-06-21,1000,7.849
2018-06-21,1500,9.113
2018-06-21,2000,8.972
2018-06-21,2500,8.545
2018-07-12,0,
2018-08-01,100,21.761
2018-08-01,2500,10.469
2018-08-01,500,20.889
2018-08-01,1000,17.735
2018-08-01,1500,14.455
2018-08-01,2000,13.724
2018-09-20,100,17.235
2018-09-20,500,17.244
2018-09-20,1000,16.991
2018-09-20,1500,16.334
2018-09-20,2000,15.282
2018-09-20,2500,12.753
2018-09-20,1450,16.243
2018-10-18,100,13.833
2018-10-18,500,13.921
2018-10-18,1000,13.722
2018-10-18,1500,13.798
2018-10-18,2000,13.589
2018-10-18,2500,13.355
2018-11-13,100,10.589
2018-11-13,500,10.615
2018-11-13,1000,10.781
2018-11-13,1500,11.125
2018-11-13,2000,11.284
2018-11-13,2500,11.542
2018-12-12,100,6.504
2018-12-12,500,6.507
2018-12-12,1000,6.505
2018-12-12,1500,6.483
2018-12-12,2000,7.069
2018-12-12,2500,7.563
2019-01-08,0,
2019-02-26,100,3.762
2019-02-26,500,3.753
2019-02-26,1000,3.7
2019-02-26,1500,3.684
2019-02-26,2000,4.344
2019-02-26,2500,4.624
2019-03-20,100,4.767
2019-03-20,500,4.766
2019-03-20,1000,4.75
2019-03-20,1500,4.735
2019-03-20,2000,4.631
2019-03-20,2500,4.93
2019-04-24,100,8.773
2019-04-24,500,8.535
2019-04-24,1000,8.473
2019-04-24,1500,7.385
2019-04-24,2000,6.889
2019-04-24,2500,6.069
2019-05-28,100,11.909
2019-05-28,500,11.657
2019-05-28,1000,10.03
2019-05-28,1500,8.565
2019-05-28,2000,7.831
2019-05-28,2500,7.301
2019-06-26,100,19.596
2019-06-26,500,18.148
2019-06-26,1000,13.724
2019-06-26,1500,12.557
2019-06-26,2000,9.119
2019-06-26,2500,8.199
2019-07-31,100,19.765
2019-07-31,500,18.58
2019-07-31,1000,18.519
2019-07-31,1500,17.459
2019-07-31,2000,11.465
2019-07-31,2500,9.723
2019-08-27,100,
2019-08-27,500,
2019-08-27,1000,
2019-08-27,1500,
2019-08-27,2000,
2019-08-27,2500,
1999-01-26,100,3.54
1999-01-26,500,3.54
1999-01-26,1000,4.08
1999-01-26,1500,4.19
1999-01-26,2000,4.27
1999-01-26,2500,4.42
1999-02-12,100,2.15
1999-02-12,500,2.28
1999-02-12,1000,2.36
1999-02-12,1500,2.52
1999-02-12,2000,3.55
1999-02-12,2500,3.7
1999-03-25,100,3.51
1999-03-25,500,3.45
1999-03-25,1000,3.23
1999-03-25,1500,3.48
1999-03-25,2000,3.45
1999-03-25,2500,3.44
1999-04-27,100,7.18
1999-04-27,500,7.07
1999-04-27,1000,4.57
1999-04-27,1500,4.12
1999-04-27,2000,4.04
1999-04-27,2500,4.17
1999-05-25,100,11.58
1999-05-25,500,11.54
1999-05-25,1000,9.56
1999-05-25,1500,8.69
1999-05-25,2000,6.85
1999-05-25,2500,4.38
1999-06-17,100,
1999-06-17,500,
1999-06-17,1000,
1999-06-17,1500,
1999-06-17,2000,
1999-06-17,2500,
1999-07-15,100,18.45
1999-07-15,500,18.33
1999-07-15,1000,16.37
1999-07-15,1500,10.66
1999-07-15,2000,6.91
1999-07-15,2500,6.7
1999-08-17,100,18.05
1999-08-17,500,18.2
1999-08-17,1000,15.0
1999-08-17,1500,10.71
1999-08-17,2000,8.38
1999-08-17,2500,7.71
1999-09-17,100,17.04
1999-09-17,500,17.04
1999-09-17,1000,17.09
1999-09-17,1500,15.63
1999-09-17,2000,12.32
1999-09-17,2500,9.17
1999-10-18,100,11.6
1999-10-18,500,12.0
1999-10-18,1000,13.3
1999-10-18,1500,13.2
1999-10-18,2000,13.1
1999-10-18,2500,12.9
1999-11-16,100,8.64
1999-11-16,500,8.71
1999-11-16,1000,8.77
1999-11-16,1500,9.2
1999-11-16,2000,10.24
1999-11-16,2500,11.3
1999-12-15,100,6.27
1999-12-15,500,6.27
1999-12-15,1000,6.3
1999-12-15,1500,6.32
1999-12-15,2000,6.35
1999-12-15,2500,7.05
2000-01-18,100,4.01
2000-01-18,500,4.02
2000-01-18,1000,4.07
2000-01-18,1500,4.08
2000-01-18,2000,4.07
2000-01-18,2500,4.07
2000-02-08,100,3.94
2000-02-08,500,3.92
2000-02-08,1000,3.93
2000-02-08,1500,3.92
2000-02-08,2000,3.91
2000-02-08,2500,3.89
2000-03-15,100,4.07
2000-03-15,500,4.07
2000-03-15,1000,4.09
2000-03-15,1500,4.11
2000-03-15,2000,4.12
2000-03-15,2500,4.1
2000-04-17,100,6.08
2000-04-17,500,6.07
2000-04-17,1000,5.53
2000-04-17,1500,5.23
2000-04-17,2000,4.88
2000-04-17,2500,4.8
2000-05-17,100,15.25
2000-05-17,500,14.76
2000-05-17,1000,10.6
2000-05-17,1500,7.81
2000-05-17,2000,5.16
2000-05-17,2500,5.06
2000-06-28,100,14.6
2000-06-28,500,14.6
2000-06-28,1000,14.25
2000-06-28,1500,10.17
2000-06-28,2000,7.08
2000-06-28,2500,7.76
2000-07-12,100,13.72
2000-07-12,500,12.96
2000-07-12,1000,10.18
2000-07-12,1500,9.29
2000-07-12,2000,8.86
2000-07-12,2500,7.82
2000-08-08,100,17.36
2000-08-08,500,17.43
2000-08-08,1000,16.77
2000-08-08,1500,12.99
2000-08-08,2000,9.5
2000-08-08,2500,8.35
2000-09-27,100,13.55
2000-09-27,500,13.72
2000-09-27,1000,13.8
2000-09-27,1500,13.6
2000-09-27,2000,13.65
2000-09-27,2500,11.82
2000-10-24,100,12.65
2000-10-24,500,12.65
2000-10-24,1000,12.65
2000-10-24,1500,12.69
2000-10-24,2000,13.03
2000-10-24,2500,12.59
2000-11-28,100,8.47
2000-11-28,500,8.47
2000-11-28,1000,8.79
2000-11-28,1500,8.54
2000-11-28,2000,8.93
2000-11-28,2500,10.66
2000-12-18,100,7.63
2000-12-18,500,7.63
2000-12-18,1000,8.23
2000-12-18,1500,8.43
2000-12-18,2000,8.34
2000-12-18,2500,8.51
2001-01-16,100,3.39
2001-01-16,500,3.4
2001-01-16,1000,4.02
2001-01-16,1500,4.21
2001-01-16,2000,6.47
2001-01-16,2500,7.97
2001-02-15,100,2.69
2001-02-15,500,2.71
2001-02-15,1000,2.82
2001-02-15,1500,2.76
2001-02-15,2000,3.48
2001-02-15,2500,3.86
2001-03-13,100,3.32
2001-03-13,500,3.31
2001-03-13,1000,3.28
2001-03-13,1500,3.35
2001-03-13,2000,3.68
2001-03-13,2500,3.76
2001-04-18,100,4.54
2001-04-18,500,4.54
2001-04-18,1000,4.51
2001-04-18,1500,4.53
2001-04-18,2000,4.48
2001-04-18,2500,3.66
2001-05-31,100,13.43
2001-05-31,500,13.26
2001-05-31,1000,12.09
2001-05-31,1500,9.96
2001-05-31,2000,5.59
2001-05-31,2500,4.96
2001-06-28,100,16.48
2001-06-28,500,16.24
2001-06-28,1000,10.92
2001-06-28,1500,7.58
2001-06-28,2000,8.38
2001-06-28,2500,8.19
2001-07-11,100,17.01
2001-07-11,500,15.65
2001-07-11,1000,13.45
2001-07-11,1500,12.08
2001-07-11,2000,8.2
2001-07-11,2500,8.14
2001-08-09,100,12.67
2001-08-09,500,12.63
2001-08-09,1000,10.59
2001-08-09,1500,10.37
2001-08-09,2000,9.4
2001-08-09,2500,9.33
2001-09-10,100,16.04
2001-09-10,500,16.03
2001-09-10,1000,16.03
2001-09-10,1500,16.35
2001-09-10,2000,13.91
2001-09-10,2500,10.29
2001-10-16,100,14.07
2001-10-16,500,13.89
2001-10-16,1000,13.93
2001-10-16,1500,14.09
2001-10-16,2000,13.94
2001-10-16,2500,12.54
2001-11-06,100,11.61
2001-11-06,500,11.61
2001-11-06,1000,11.63
2001-11-06,1500,11.74
2001-11-06,2000,12.29
2001-11-06,2500,13.04
2001-12-13,100,
2001-12-13,500,
2001-12-13,1000,
2001-12-13,1500,
2001-12-13,2000,
2001-12-13,2500,
2002-01-08,100,1.88
2002-01-08,500,2.39
2002-01-08,1000,2.44
2002-01-08,1500,3.4
2002-01-08,2000,5.34
2002-01-08,2500,6.84
2002-02-21,100,
2002-02-21,500,
2002-02-21,1000,
2002-02-21,1500,
2002-02-21,2000,
2002-02-21,2500,
2002-03-11,100,4.39
2002-03-11,500,4.39
2002-03-11,1000,4.38
2002-03-11,1500,4.37
2002-03-11,2000,4.37
2002-03-11,2500,4.3
2002-04-10,100,5.81
2002-04-10,500,5.85
2002-04-10,1000,5.94
2002-04-10,1500,5.99
2002-04-10,2000,5.09
2002-04-10,2500,4.76
2002-05-21,100,12.83
2002-05-21,500,12.77
2002-05-21,1000,10.48
2002-05-21,1500,7.38
2002-05-21,2000,5.61
2002-05-21,2500,5.33
2002-06-18,100,17.86
2002-06-18,500,15.89
2002-06-18,1000,14.94
2002-06-18,1500,8.93
2002-06-18,2000,5.07
2002-06-18,2500,5.84
2002-07-09,100,16.34
2002-07-09,500,13.1
2002-07-09,1000,12.94
2002-07-09,1500,12.6
2002-07-09,2000,11.05
2002-07-09,2500,10.76
2002-08-20,100,20.97
2002-08-20,500,19.81
2002-08-20,1000,18.73
2002-08-20,1500,16.55
2002-08-20,2000,12.86
2002-08-20,2500,11.08
2002-09-17,100,18.8
2002-09-17,500,18.78
2002-09-17,1000,19.29
2002-09-17,1500,19.24
2002-09-17,2000,14.7
2002-09-17,2500,11.72
2002-10-15,100,11.29
2002-10-15,500,11.28
2002-10-15,1000,12.04
2002-10-15,1500,14.12
2002-10-15,2000,14.55
2002-10-15,2500,13.9
2002-11-19,100,7.66
2002-11-19,500,7.66
2002-11-19,1000,7.67
2002-11-19,1500,7.68
2002-11-19,2000,9.95
2002-11-19,2500,10.86
2002-12-17,100,3.55
2002-12-17,500,3.54
2002-12-17,1000,3.54
2002-12-17,1500,3.54
2002-12-17,2000,3.54
2002-12-17,2500,3.52
2003-01-23,100,1.99
2003-01-23,500,1.84
2003-01-23,1000,1.88
2003-01-23,1500,1.94
2003-01-23,2000,2.04
2003-01-23,2500,2.2
2003-02-18,100,0.28
2003-02-18,500,0.28
2003-02-18,1000,0.36
2003-02-18,1500,1.47
2003-02-18,2000,2.02
2003-02-18,2500,2.6
2003-03-11,100,1.6
2003-03-11,500,1.44
2003-03-11,1000,1.3
2003-03-11,1500,0.87
2003-03-11,2000,0.79
2003-03-11,2500,2.14
2003-04-24,100,7.25
2003-04-24,500,7.2
2003-04-24,1000,7.18
2003-04-24,1500,6.31
2003-04-24,2000,4.17
2003-04-24,2500,4.35
2003-05-13,100,10.32
2003-05-13,500,10.29
2003-05-13,1000,7.92
2003-05-13,1500,6.32
2003-05-13,2000,4.45
2003-05-13,2500,4.3
2003-06-17,100,16.45
2003-06-17,500,16.46
2003-06-17,1000,10.88
2003-06-17,1500,6.95
2003-06-17,2000,5.9
2003-06-17,2500,5.95
2003-07-15,100,18.46
2003-07-15,500,17.54
2003-07-15,1000,14.78
2003-07-15,1500,10.51
2003-07-15,2000,8.85
2003-07-15,2500,8.79
2003-08-13,100,22.98
2003-08-13,500,22.59
2003-08-13,1000,21.29
2003-08-13,1500,19.63
2003-08-13,2000,11.61
2003-08-13,2500,9.11
2003-09-08,100,17.55
2003-09-08,500,17.59
2003-09-08,1000,17.04
2003-09-08,1500,15.01
2003-09-08,2000,12.69
2003-09-08,2500,10.53
2003-10-14,100,12.85
2003-10-14,500,12.85
2003-10-14,1000,12.85
2003-10-14,1500,13.47
2003-10-14,2000,14.47
2003-10-14,2500,13.57
2003-11-12,100,8.78
2003-11-12,500,8.8
2003-11-12,1000,8.85
2003-11-12,1500,9.83
2003-11-12,2000,11.42
2003-11-12,2500,12.68
2003-12-04,100,7.82
2003-12-04,500,7.82
2003-12-04,1000,8.34
2003-12-04,1500,8.87
2003-12-04,2000,9.17
2003-12-04,2500,11.42
2004-01-20,100,3.44
2004-01-20,500,3.43
2004-01-20,1000,3.43
2004-01-20,1500,3.68
2004-01-20,2000,4.13
2004-01-20,2500,4.86
2004-02-18,100,3.01
2004-02-18,500,2.99
2004-02-18,1000,2.98
2004-02-18,1500,3.09
2004-02-18,2000,4.05
2004-02-18,2500,4.5
2004-03-16,100,2.73
2004-03-16,500,2.77
2004-03-16,1000,2.62
2004-03-16,1500,2.33
2004-03-16,2000,3.31
2004-03-16,2500,3.69
2004-04-15,100,7.37
2004-04-15,500,7.22
2004-04-15,1000,5.27
2004-04-15,1500,4.6
2004-04-15,2000,4.51
2004-04-15,2500,3.74
2004-05-11,100,11.63
2004-05-11,500,10.94
2004-05-11,1000,9.6
2004-05-11,1500,8.52
2004-05-11,2000,5.73
2004-05-11,2500,4.31
2004-06-21,100,14.61
2004-06-21,500,14.41
2004-06-21,1000,11.85
2004-06-21,1500,11.11
2004-06-21,2000,9.5
2004-06-21,2500,7.99
2004-07-13,100,15.12
2004-07-13,500,15.1
2004-07-13,1000,13.03
2004-07-13,1500,11.27
2004-07-13,2000,9.8
2004-07-13,2500,9.34
2004-08-10,100,19.7
2004-08-10,500,19.71
2004-08-10,1000,18.64
2004-08-10,1500,17.28
2004-08-10,2000,10.51
2004-08-10,2500,9.57
2004-09-13,100,14.62
2004-09-13,500,14.6
2004-09-13,1000,14.6
2004-09-13,1500,14.61
2004-09-13,2000,13.62
2004-09-13,2500,13.52
2004-10-13,100,11.74
2004-10-13,500,12.04
2004-10-13,1000,13.44
2004-10-13,1500,13.34
2004-10-13,2000,13.25
2004-10-13,2500,13.42
2004-11-09,100,9.24
2004-11-09,500,10.08
2004-11-09,1000,10.27
2004-11-09,1500,10.45
2004-11-09,2000,10.97
2004-11-09,2500,12.16
2004-12-15,100,6.43
2004-12-15,500,6.44
2004-12-15,1000,6.44
2004-12-15,1500,6.44
2004-12-15,2000,6.52
2004-12-15,2500,7.59
2005-01-18,100,5.01
2005-01-18,500,5.01
2005-01-18,1000,5.01
2005-01-18,1500,5.34
2005-01-18,2000,5.53
2005-01-18,2500,5.54
2005-02-22,100,1.93
2005-02-22,500,1.93
2005-02-22,1000,1.94
2005-02-22,1500,2.02
2005-02-22,2000,2.88
2005-02-22,2500,3.36
2005-03-29,100,2.52
2005-03-29,500,2.51
2005-03-29,1000,2.5
2005-03-29,1500,2.5
2005-03-29,2000,2.55
2005-03-29,2500,2.8
2005-04-26,100,5.96
2005-04-26,500,5.95
2005-04-26,1000,5.94
2005-04-26,1500,5.92
2005-04-26,2000,3.08
2005-04-26,2500,3.69
2005-05-20,100,10.48
2005-05-20,500,10.11
2005-05-20,1000,5.02
2005-05-20,1500,6.42
2005-05-20,2000,6.35
2005-05-20,2500,6.41
2005-06-21,100,16.63
2005-06-21,500,15.58
2005-06-21,1000,10.37
2005-06-21,1500,7.98
2005-06-21,2000,7.33
2005-06-21,2500,7.43
2005-07-28,100,18.19
2005-07-28,500,17.98
2005-07-28,1000,17.38
2005-07-28,1500,10.6
2005-07-28,2000,8.41
2005-07-28,2500,7.7
2005-08-11,100,16.71
2005-08-11,500,16.7
2005-08-11,1000,16.81
2005-08-11,1500,13.34
2005-08-11,2000,9.44
2005-08-11,2500,8.13
2005-09-14,100,17.22
2005-09-14,500,17.32
2005-09-14,1000,17.68
2005-09-14,1500,16.9
2005-09-14,2000,14.22
2005-09-14,2500,10.95
2005-10-26,100,13.38
2005-10-26,500,13.38
2005-10-26,1000,13.9
2005-10-26,1500,14.38
2005-10-26,2000,14.39
2005-10-26,2500,12.43
2005-11-15,100,11.7
2005-11-15,500,11.69
2005-11-15,1000,11.91
2005-11-15,1500,12.21
2005-11-15,2000,12.24
2005-11-15,2500,12.15
2005-12-13,100,5.68
2005-12-13,500,6.17
2005-12-13,1000,6.73
2005-12-13,1500,6.84
2005-12-13,2000,7.67
2005-12-13,2500,9.87
2006-01-17,100,2.41
2006-01-17,500,2.42
2006-01-17,1000,2.7
2006-01-17,1500,3.73
2006-01-17,2000,4.48
2006-01-17,2500,6.65
2006-02-14,100,1.12
2006-02-14,500,1.42
2006-02-14,1000,1.56
2006-02-14,1500,1.79
2006-02-14,2000,2.2
2006-02-14,2500,2.57
2006-03-14,100,1.07
2006-03-14,500,1.1
2006-03-14,1000,1.32
2006-03-14,1500,1.36
2006-03-14,2000,1.23
2006-03-14,2500,2.22
2006-04-21,100,5.56
2006-04-21,500,4.82
2006-04-21,1000,3.42
2006-04-21,1500,4.1
2006-04-21,2000,4.41
2006-04-21,2500,4.15
2006-05-17,100,12.15
2006-05-17,500,11.76
2006-05-17,1000,10.31
2006-05-17,1500,9.15
2006-05-17,2000,5.89
2006-05-17,2500,4.32
2006-06-21,100,17.19
2006-06-21,500,17.18
2006-06-21,1000,13.52
2006-06-21,1500,10.53
2006-06-21,2000,6.12
2006-06-21,2500,7.4
2006-07-27,100,23.2
2006-07-27,500,22.9
2006-07-27,1000,16.5
2006-07-27,1500,10.2
2006-07-27,2000,8.0
2006-07-27,2500,8.0
2006-08-17,100,17.9
2006-08-17,500,17.8
2006-08-17,1000,16.11
2006-08-17,1500,13.05
2006-08-17,2000,9.93
2006-08-17,2500,9.05
2006-09-20,100,16.81
2006-09-20,500,16.74
2006-09-20,1000,16.52
2006-09-20,1500,16.31
2006-09-20,2000,11.46
2006-09-20,2500,11.05
2006-10-11,100,15.63
2006-10-11,500,15.6
2006-10-11,1000,15.61
2006-10-11,1500,15.41
2006-10-11,2000,13.87
