DATE,DEPTH,OXY
2003-07-15,1000,289.9
2003-07-15,1500,234.2
2003-07-15,2000,137.2
2003-07-15,2500,126.1
2003-08-13,100,259.4
2003-08-13,500,271.4
2003-08-13,1000,283.8
2003-08-13,1500,257.5
2003-08-13,2000,171.8
2003-08-13,2500,40.7
2003-09-08,100,284.3
2003-09-08,500,279.5
2003-09-08,1000,208.9
2003-09-08,1500,103.7
2003-09-08,2000,56.9
2003-09-08,2500,5.9
2003-10-14,100,290.0
2003-10-14,500,289.5
2003-10-14,1000,290.1
2003-10-14,1500,256.1
2003-10-14,2000,13.8
2003-10-14,2500,0.0
2003-11-12,100,309.5
2003-11-12,500,310.7
2003-11-12,1000,306.2
2003-11-12,1500,249.8
2003-11-12,2000,124.2
2003-11-12,2500,106.3
2003-12-04,100,317.3
2003-12-04,500,318.6
2003-12-04,1000,292.5
2003-12-04,1500,266.7
2003-12-04,2000,225.4
2003-12-04,2500,32.6
2004-01-20,100,358.9
2004-01-20,500,357.8
2004-01-20,1000,356.4
2004-01-20,1500,348.4
2004-01-20,2000,341.2
2004-01-20,2500,289.3
2004-02-18,100,403.6
2004-02-18,500,405.2
2004-02-18,1000,400.1
2004-02-18,1500,391.4
2004-02-18,2000,332.7
2004-02-18,2500,304.2
2004-03-16,100,395.0
2004-03-16,500,394.0
2004-03-16,1000,394.7
2004-03-16,1500,390.4
2004-03-16,2000,298.2
2004-03-16,2500,244.5
2004-04-15,100,367.4
2004-04-15,500,377.4
2004-04-15,1000,380.7
2004-04-15,1500,374.4
2004-04-15,2000,346.3
2004-04-15,2500,243.3
2004-05-11,100,337.2
2004-05-11,500,343.7
2004-05-11,1000,351.8
2004-05-11,1500,337.8
2004-05-11,2000,307.6
2004-05-11,2500,173.8
2004-06-21,100,288.2
2004-06-21,500,285.9
2004-06-21,1000,246.8
2004-06-21,1500,192.9
2004-06-21,2000,171.1
2004-06-21,2500,142.4
2004-07-13,100,278.2
2004-07-13,500,275.9
2004-07-13,1000,245.1
2004-07-13,1500,217.5
2004-07-13,2000,159.6
2004-07-13,2500,129.2
2004-08-10,100,280.5
2004-08-10,500,279.1
2004-08-10,1000,281.2
2004-08-10,1500,258.1
2004-08-10,2000,112.7
2004-08-10,2500,11.1
2004-09-13,100,145.1
2004-09-13,500,150.0
2004-09-13,1000,137.7
2004-09-13,1500,67.8
2004-09-13,2000,42.1
2004-09-13,2500,34.4
2004-10-13,100,285.1
2004-10-13,500,282.8
2004-10-13,1000,194.0
2004-10-13,1500,163.8
2004-10-13,2000,160.4
2004-10-13,2500,170.3
2004-11-09,100,328.2
2004-11-09,500,319.2
2004-11-09,1000,309.8
2004-11-09,1500,284.6
2004-11-09,2000,270.1
2004-11-09,2500,80.1
2004-12-15,100,335.8
2004-12-15,500,335.4
2004-12-15,1000,335.6
2004-12-15,1500,334.7
2004-12-15,2000,337.0
2004-12-15,2500,215.7
2005-01-18,100,345.2
2005-01-18,500,344.8
2005-01-18,1000,345.1
2005-01-18,1500,327.9
2005-01-18,2000,317.9
2005-01-18,2500,316.3
2005-02-22,100,389.1
2005-02-22,500,391.5
2005-02-22,1000,390.5
2005-02-22,1500,381.9
2005-02-22,2000,347.6
2005-02-22,2500,311.9
2005-03-29,100,402.5
2005-03-29,500,411.4
2005-03-29,1000,401.3
2005-03-29,1500,400.1
2005-03-29,2000,392.5
2005-03-29,2500,269.6
2005-04-26,100,351.9
2005-04-26,500,357.8
2005-04-26,1000,355.2
2005-04-26,1500,353.9
2005-04-26,2000,192.6
2005-04-26,2500,188.9
2005-05-20,100,334.1
2005-05-20,500,329.5
2005-05-20,1000,206.2
2005-05-20,1500,237.9
2005-05-20,2000,205.0
2005-05-20,2500,190.1
2005-06-21,100,296.5
2005-06-21,500,302.0
2005-06-21,1000,255.7
2005-06-21,1500,198.7
2005-06-21,2000,161.1
2005-06-21,2500,147.5
2005-07-28,100,281.4
2005-07-28,500,285.1
2005-07-28,1000,231.2
2005-07-28,1500,130.0
2005-07-28,2000,85.1
2005-07-28,2500,31.5
2005-08-11,100,274.0
2005-08-11,500,275.1
2005-08-11,1000,259.0
2005-08-11,1500,151.0
2005-08-11,2000,56.7
2005-08-11,2500,16.3
2005-09-14,100,284.2
2005-09-14,500,281.0
2005-09-14,1000,273.6
2005-09-14,1500,214.5
2005-09-14,2000,86.1
2005-09-14,2500,0.0
2005-10-26,100,268.2
2005-10-26,500,269.3
2005-10-26,1000,254.8
2005-10-26,1500,158.4
2005-10-26,2000,70.0
2005-10-26,2500,0.0
2005-11-15,100,234.4
2005-11-15,500,237.1
2005-11-15,1000,220.5
2005-11-15,1500,180.2
2005-11-15,2000,163.2
2005-11-15,2500,178.2
2005-12-13,100,349.6
2005-12-13,500,345.9
2005-12-13,1000,328.7
2005-12-13,1500,324.6
2005-12-13,2000,274.0
2005-12-13,2500,146.1
2006-01-17,100,367.0
2006-01-17,500,368.5
2006-01-17,1000,356.9
2006-01-17,1500,336.9
2006-01-17,2000,284.3
2006-01-17,2500,195.2
2006-02-14,100,436.2
2006-02-14,500,431.0
2006-02-14,1000,402.5
2006-02-14,1500,376.6
2006-02-14,2000,341.0
2006-02-14,2500,293.3
2006-03-14,100,397.7
2006-03-14,500,399.3
2006-03-14,1000,386.1
2006-03-14,1500,382.0
2006-03-14,2000,360.5
2006-03-14,2500,276.0
2006-04-21,100,375.3
2006-04-21,500,372.5
2006-04-21,1000,315.7
2006-04-21,1500,315.1
2006-04-21,2000,296.8
2006-04-21,2500,212.7
2006-05-17,100,325.4
2006-05-17,500,331.0
2006-05-17,1000,353.6
2006-05-17,1500,335.4
2006-05-17,2000,237.6
2006-05-17,2500,73.5
2006-06-21,100,299.7
2006-06-21,500,301.0
2006-06-21,1000,299.1
2006-06-21,1500,313.2
2006-06-21,2000,165.5
2006-06-21,2500,154.9
2006-07-27,100,282.2
2006-07-27,500,289.5
2006-07-27,1000,274.2
2006-07-27,1500,199.6
2006-07-27,2000,142.0
2006-07-27,2500,94.0
2006-08-17,100,257.0
2006-08-17,500,267.8
2006-08-17,1000,194.8
2006-08-17,1500,143.5
2006-08-17,2000,128.7
2006-08-17,2500,63.6
2006-09-20,100,259.1
2006-09-20,500,254.2
2006-09-20,1000,246.5
2006-09-20,1500,234.2
2006-09-20,2000,21.8
2006-09-20,2500,6.0
2006-10-11,100,
2006-10-11,500,
2006-10-11,1000,
2006-10-11,1500,
2006-10-11,2000,
2006-10-11,2500,
2006-11-14,100,305.1
2006-11-14,500,305.0
2006-11-14,1000,292.1
2006-11-14,1500,296.4
2006-11-14,2000,228.2
2006-11-14,2500,57.0
2006-12-12,100,303.3
2006-12-12,500,307.0
2006-12-12,1000,300.9
2006-12-12,1500,297.9
2006-12-12,2000,293.3
2006-12-12,2500,284.5
2007-02-22,100,
2007-02-22,500,
2007-02-22,1000,
2007-02-22,1500,
2007-02-22,2000,
2007-02-22,2500,
2007-03-15,100,445.6
2007-03-15,500,452.5
2007-03-15,1000,395.0
2007-03-15,1500,362.5
2007-03-15,2000,342.7
2007-03-15,2500,293.6
2007-04-05,100,343.5
2007-04-05,500,343.1
2007-04-05,1000,342.5
2007-04-05,1500,342.4
2007-04-05,2000,300.0
2007-04-05,2500,291.0
2007-05-04,100,332.5
2007-05-04,500,314.8
2007-05-04,1000,260.0
2007-05-04,1500,234.7
2007-05-04,2000,190.2
2007-05-04,2500,178.1
2007-05-14,100,304.7
2007-05-14,500,300.8
2007-05-14,1000,216.7
2007-05-14,1500,137.5
2007-05-14,2000,90.3
2007-05-14,2500,87.0
2007-06-14,100,290.2
2007-06-14,500,288.8
2007-06-14,1000,314.4
2007-06-14,1500,277.2
2007-06-14,2000,154.3
2007-06-14,2500,21.4
2007-07-12,100,316.5
2007-07-12,500,306.7
2007-07-12,1000,199.8
2007-07-12,1500,150.9
2007-07-12,2000,133.5
2007-07-12,2500,87.6
2007-08-16,100,242.0
2007-08-16,500,237.0
2007-08-16,1000,134.0
2007-08-16,1500,109.1
2007-08-16,2000,84.7
2007-08-16,2500,62.8
2007-09-12,100,279.1
2007-09-12,500,286.2
2007-09-12,1000,277.1
2007-09-12,1500,264.0
2007-09-12,2000,13.7
2007-09-12,2500,0.0
2007-10-16,100,281.9
2007-10-16,500,285.2
2007-10-16,1000,281.5
2007-10-16,1500,234.4
2007-10-16,2000,119.8
2007-10-16,2500,94.4
2007-11-13,100,317.8
2007-11-13,500,317.3
2007-11-13,1000,311.2
2007-11-13,1500,290.3
2007-11-13,2000,235.0
2007-11-13,2500,70.0
2007-12-11,100,323.9
2007-12-11,500,323.5
2007-12-11,1000,323.6
2007-12-11,1500,318.6
2007-12-11,2000,298.8
2007-12-11,2500,254.1
2008-01-17,100,349.0
2008-01-17,500,350.4
2008-01-17,1000,348.9
2008-01-17,1500,349.7
2008-01-17,2000,347.6
2008-01-17,2500,348.3
2008-02-19,100,379.9
2008-02-19,500,390.6
2008-02-19,1000,388.8
2008-02-19,1500,382.8
2008-02-19,2000,313.3
2008-02-19,2500,283.9
2008-03-01,0,
2008-04-16,100,360.5
2008-04-16,500,358.5
2008-04-16,1000,358.0
2008-04-16,1500,351.7
2008-04-16,2000,339.3
2008-04-16,2500,224.3
2008-05-20,100,317.3
2008-05-20,500,316.8
2008-05-20,1000,318.5
2008-05-20,1500,348.0
2008-05-20,2000,246.6
2008-05-20,2500,146.1
2008-06-24,100,292.2
2008-06-24,500,288.2
2008-06-24,1000,273.1
2008-06-24,1500,236.4
2008-06-24,2000,183.8
2008-06-24,2500,148.7
2008-07-09,100,277.3
2008-07-09,500,274.0
2008-07-09,1000,223.5
2008-07-09,1500,228.8
2008-07-09,2000,174.7
2008-07-09,2500,134.3
2008-08-19,100,278.2
2008-08-19,500,270.6
2008-08-19,1000,227.9
2008-08-19,1500,169.2
2008-08-19,2000,98.0
2008-08-19,2500,26.0
2008-09-15,100,270.6
2008-09-15,500,270.4
2008-09-15,1000,272.0
2008-09-15,1500,264.7
2008-09-15,2000,67.6
2008-09-15,2500,0.88
2008-09-16,100,272.2
2008-09-16,500,266.5
2008-09-16,1000,264.5
2008-09-16,1500,260.9
2008-09-16,2000,69.5
2008-09-16,2500,4.1
2008-09-17,100,281.6
2008-09-17,500,279.5
2008-09-17,1000,268.6
2008-09-17,1500,268.2
2008-09-17,2000,114.5
2008-09-17,2500,6.1
2008-09-18,100,288.4
2008-09-18,500,280.3
2008-09-18,1000,269.2
2008-09-18,1500,269.2
2008-09-18,2000,86.2
2008-09-18,2500,3.5
2008-10-27,100,255.0
2008-10-27,500,255.1
2008-10-27,1000,235.0
2008-10-27,1500,228.8
2008-10-27,2000,225.0
2008-10-27,2500,224.4
2008-11-17,100,310.7
2008-11-17,500,310.2
2008-11-17,1000,307.4
2008-11-17,1500,266.4
2008-11-17,2000,224.6
2008-11-17,2500,221.3
2008-12-08,100,
2008-12-08,500,
2008-12-08,1000,
2008-12-08,1500,
2008-12-08,2000,
2008-12-08,2500,
2019-10-29,100,291.48
2019-10-29,500,290.36
2019-10-29,1000,284.05
2019-10-29,1500,232.7
2019-10-29,2000,182.45
2019-10-29,2500,99.03
2019-11-19,100,292.74
2019-11-19,500,286.76
2019-11-19,1000,269.16
2019-11-19,1500,249.34
2019-11-19,2000,122.57
2019-11-19,2500,56.76
2019-12-10,100,322.72
2019-12-10,500,307.25
2019-12-10,1000,291.24
2019-12-10,1500,268.09
2019-12-10,2000,255.88
2019-12-10,2500,263.59
2020-01-07,100,322.07
2020-01-07,500,318.67
2020-01-07,1000,313.99
2020-01-07,1500,270.24
2020-01-07,2000,216.51
2020-01-07,2500,200.54
2020-03-03,100,359.89
2020-03-03,500,352.58
2020-03-03,1000,345.93
2020-03-03,1500,345.34
2020-03-03,2000,333.49
2020-03-03,2500,315.29
2020-04-28,100,332.93
2020-04-28,500,330.34
2020-04-28,1000,321.67
2020-04-28,1500,303.74
2020-04-28,2000,221.95
2020-04-28,2500,170.97
2020-05-19,100,314.43
2020-05-19,500,311.97
2020-05-19,1000,269.68
2020-05-19,1500,222.1
2020-05-19,2000,190.21
2020-05-19,2500,171.92
2020-06-09,100,306.87
2020-06-09,500,303.98
2020-06-09,1000,300.47
2020-06-09,1500,250.56
2020-06-09,2000,140.32
2020-06-09,2500,72.77
2020-07-01,100,273.88
2020-07-01,500,271.54
2020-07-01,1000,243.87
2020-07-01,1500,197.93
2020-07-01,2000,134.95
2020-07-01,2500,45.53
2020-07-30,100,242.98
2020-07-30,500,214.76
2020-07-30,1000,211.02
2020-07-30,1500,131.22
2020-07-30,2000,90.82
2020-07-30,2500,80.08
2020-08-24,100,263.36
2020-08-24,500,255.76
2020-08-24,1000,206.71
2020-08-24,1500,109.86
2020-08-24,2000,9.24
2020-08-24,2500,28.03
2020-09-15,100,268.71
2020-09-15,500,219.81
2020-09-15,1000,54.57
2020-09-15,1500,6.6
2020-09-15,2000,0.0
2020-09-15,2500,0.0
2021-02-17,100,375.89
2021-02-17,500,367.87
2021-02-17,1000,361.26
2021-02-17,1500,363.22
2021-02-17,2000,363.04
2021-02-17,2500,365.05
2021-03-16,100,385.47
2021-03-16,500,381.92
2021-03-16,1000,364.73
2021-03-16,1500,377.18
2021-03-16,2000,345.28
2021-03-16,2500,333.38
2021-04-07,100,352.32
2021-04-07,500,350.05
2021-04-07,1000,348.6
2021-04-07,1500,321.98
2021-04-07,2000,261.64
2021-04-07,2500,256.85
2021-05-26,100,314.03
2021-05-26,500,312.96
2021-05-26,1000,305.89
2021-05-26,1500,290.29
2021-05-26,2000,211.9
2021-05-26,2500,180.14
2021-06-09,100,314.51
2021-06-09,500,313.74
2021-06-09,1000,314.0
2021-06-09,1500,306.32
2021-06-09,2000,259.52
2021-06-09,2500,171.54
2021-07-21,2500,82.94
2021-07-21,2000,122.51
2021-07-21,1500,284.83
2021-07-21,1000,271.76
2021-07-21,500,252.44
2021-07-21,100,265.82
2021-08-21,100,269.75
2021-08-21,500,263.37
2021-08-21,1000,156.15
2021-08-21,1500,105.9
2021-08-21,2000,33.77
2021-08-21,2500,0.0
2021-09-01,100,269.94
2021-09-01,500,263.37
2021-09-01,1000,232.52
2021-09-01,1500,105.66
2021-09-01,2000,32.06
2021-09-01,2500,0.0
2021-10-06,100,271.5153027
2021-10-06,500,263.592149
2021-10-06,1000,247.0382901
2021-10-06,1500,223.876813
2021-10-06,2000,158.4062209
2021-10-06,2500,101.7462741
2021-11-03,100,283.5184298
2021-11-03,500,276.6308051
2021-11-03,1000,255.5751597
2021-11-03,1500,227.5968729
2021-11-03,2000,178.3232202
2021-11-03,2500,129.538014
2022-02-02,100,350.3661344
2022-02-02,500,351.6378909
2022-02-02,1000,347.7159348
2022-02-02,1500,299.3510645
2022-02-02,2000,293.1421823
2022-02-02,2500,278.9433466
2022-03-02,100,342.9734531
2022-03-02,500,335.7200599
2022-03-02,1000,319.7702595
2022-03-02,1500,308.2631071
2022-03-02,2000,293.1421823
2022-03-02,2500,290.9383566
2022-04-12,100,368.61
2022-04-12,500,370.61
2022-04-12,1000,370.48
2022-04-12,1500,348.02
2022-04-12,2000,281.42
2022-04-12,2500,266.89
2022-05-03,100,290.03244
2022-05-03,500,291.0851977
2022-05-03,1000,287.8386097
2022-05-03,1500,247.8022592
2022-05-03,2000,183.1850402
2022-05-03,2500,168.6911922
1999-06-18,100,
1999-06-18,500,
1999-06-18,1000,
1999-06-18,1500,
1999-06-18,2000,
1999-06-18,2500,
2012-05-14,0,
,0,
2019-12-10,0,
2020-10-16,100,
2020-10-16,500,
2020-10-16,1000,
2020-10-16,1500,
2020-10-16,2000,
2020-10-16,2500,
2021-07-20,100,
2021-07-20,500,
2021-07-20,1000,
2021-07-20,1500,
2021-07-20,2000,
2021-07-20,2500,
1957-04-30,1000,325.0
1957-04-30,500,325.0
1957-04-30,2000,300.0
1957-04-30,1500,318.8
1957-04-30,2600,281.3
1957-04-30,100,321.9
1957-05-14,500,
1957-05-14,2600,
1957-05-14,100,
1957-05-14,1500,
1957-05-14,2000,
1957-05-14,1000,
1957-06-04,2000,
1957-06-04,100,
1957-06-04,500,
1957-06-04,1000,
1957-06-04,2600,
1957-06-04,1500,
1957-06-14,1500,334.4
1957-06-14,1000,346.9
1957-06-14,100,437.5
1957-06-14,500,340.6
1957-06-14,2600,193.8
1957-06-14,2000,243.8
1957-07-05,1000,331.3
1957-07-05,2600,162.5
1957-07-05,2000,228.1
1957-07-05,500,293.8
1957-07-05,1500,246.9
1957-07-05,100,303.1
1957-07-30,2600,
1957-07-30,1500,
1957-07-30,1000,
1957-07-30,100,
1957-07-30,2000,
1957-07-30,500,
1957-09-09,1500,265.6
1957-09-09,1000,262.5
1957-09-09,2600,209.4
1957-09-09,500,228.1
1957-09-09,2000,212.5
1957-09-09,100,175.0
1957-10-31,100,300.0
1957-10-31,1000,253.1
1957-10-31,2600,56.3
1957-10-31,1500,225.0
1957-10-31,500,293.8
1957-10-31,2000,134.4
1957-11-07,1000,278.1
1957-11-07,500,287.5
1957-11-07,100,296.9
1957-11-07,2600,200.0
1957-11-07,2000,253.1
1957-11-07,1500,284.4
1957-11-28,500,325.0
1957-11-28,1000,350.0
1957-11-28,2600,243.8
1957-11-28,1500,306.3
1957-11-28,2000,315.6
1957-11-28,100,331.3
1957-12-19,2000,334.4
1957-12-19,1500,306.3
1957-12-19,100,337.5
1957-12-19,2600,312.5
1957-12-19,500,346.9
1957-12-19,1000,381.3
1958-01-15,500,356.3
1958-01-15,1500,359.4
1958-01-15,2000,356.3
1958-01-15,100,356.3
1958-01-15,1000,362.5
1958-01-15,2600,309.4
1958-01-31,1000,387.5
1958-01-31,2600,281.3
1958-01-31,100,375.0
1958-01-31,1500,375.0
1958-01-31,2000,362.5
1958-01-31,500,381.3
1958-03-20,1500,403.1
1958-03-20,500,409.4
1958-03-20,2600,365.6
1958-03-20,2000,406.3
1958-03-20,1000,403.1
1958-03-20,100,403.1
1958-04-10,1500,437.5
1958-04-10,2000,406.3
1958-04-10,100,431.3
1958-04-10,1000,421.9
1958-04-10,500,440.6
1958-04-10,2600,390.6
1958-05-07,500,240.6
1958-05-07,2000,240.6
1958-05-07,100,243.8
1958-05-07,1000,256.3
1958-05-07,1500,250.0
1958-05-07,2600,268.8
1958-05-30,500,309.4
1958-05-30,2000,250.0
1958-05-30,1500,309.4
1958-05-30,2600,250.0
1958-05-30,100,253.1
1958-05-30,1000,350.0
1958-06-19,100,334.4
1958-06-19,500,303.1
1958-06-19,1500,325.0
1958-06-19,1000,331.3
1958-06-19,2000,240.6
1958-06-19,2600,171.9
1958-07-02,1000,321.9
1958-07-02,2000,71.9
1958-07-02,2600,181.3
1958-07-02,500,325.0
1958-07-02,1500,400.0
1958-07-02,100,303.1
1958-07-23,2000,215.6
1958-07-23,100,325.0
1958-07-23,2600,215.6
1958-07-23,1500,265.6
1958-07-23,1000,281.3
1958-07-23,500,337.5
1958-08-16,500,290.6
1958-08-16,1000,315.6
1958-08-16,2600,125.0
1958-08-16,100,306.3
1958-08-16,2000,190.6
1958-08-16,1500,265.6
1958-09-01,500,293.8
1958-09-01,100,290.6
1958-09-01,2000,268.8
1958-09-01,1000,287.5
1958-09-01,2600,203.1
1958-09-01,1500,290.6
1958-10-28,500,337.5
1958-10-28,1500,181.3
1958-10-28,100,337.5
1958-10-28,2000,237.5
1958-10-28,1000,306.3
1958-10-28,2600,156.3
1958-11-25,1500,287.5
1958-11-25,2000,256.3
1958-11-25,500,318.8
1958-11-25,2600,150.0
1958-11-25,1000,312.5
1958-11-25,100,312.5
1958-12-17,500,337.5
1958-12-17,1500,343.8
1958-12-17,1000,356.3
1958-12-17,2600,256.3
1958-12-17,2000,212.5
1958-12-17,100,365.6
1959-01-20,1000,412.5
1959-01-20,500,406.3
1959-01-20,1500,409.4
1959-01-20,2600,321.9
1959-01-20,2000,343.8
1959-01-20,100,406.3
1959-02-11,500,365.6
1959-02-11,1500,362.5
1959-02-11,2600,234.4
1959-02-11,1000,384.4
1959-02-11,2000,309.4
1959-02-11,100,393.8
1959-03-09,1000,431.3
1959-03-09,2600,371.9
1959-03-09,100,462.5
1959-03-09,2000,390.6
1959-03-09,1500,393.8
1959-03-09,500,446.9
1959-03-24,2000,421.9
1959-03-24,1000,425.0
1959-03-24,500,440.6
1959-03-24,100,421.9
1959-03-24,1500,428.1
1959-03-24,2600,321.9
1959-05-12,500,
1959-05-12,100,365.6
1959-05-12,1000,356.3
1959-05-12,2000,318.8
1959-05-12,2600,
1959-05-12,1500,
1959-06-09,1500,328.1
1959-06-09,2000,275.0
1959-06-09,1000,315.6
1959-06-09,100,343.8
1959-06-09,500,350.0
1959-06-09,2600,262.5
1959-07-06,1500,331.3
1959-07-06,2600,184.4
1959-07-06,2000,243.8
1959-07-06,100,325.0
1959-07-06,500,318.8
1959-07-06,1000,325.0
1959-07-23,100,309.4
1959-07-23,2000,309.4
1959-07-23,1000,306.3
1959-07-23,1500,309.4
1959-07-23,2600,128.1
1959-07-23,500,293.8
1959-08-28,1500,278.1
1959-08-28,1000,306.3
1959-08-28,100,278.1
1959-08-28,2600,71.9
1959-08-28,500,287.5
1959-08-28,2000,193.8
1959-10-09,100,328.1
1959-10-09,1000,334.4
1959-10-09,2600,34.4
1959-10-09,2000,112.5
1959-10-09,500,337.5
1959-10-09,1500,293.8
1959-10-26,2600,34.4
1959-10-26,1000,312.5
1959-10-26,1500,287.5
1959-10-26,2000,68.8
1959-10-26,100,256.3
1959-10-26,500,318.8
1959-12-19,2600,387.5
1959-12-19,100,393.8
1959-12-19,2000,409.4
1959-12-19,1500,406.3
1959-12-19,1000,437.5
1959-12-19,500,412.5
1960-01-06,2000,362.5
1960-01-06,500,365.6
1960-01-06,1000,353.1
1960-01-06,100,406.3
1960-01-06,1500,350.0
1960-01-06,2600,384.4
1960-01-26,500,471.9
1960-01-26,100,450.0
1960-01-26,1000,437.5
1960-01-26,2000,384.4
1960-01-26,2600,409.4
1960-01-26,1500,412.5
1960-02-11,1000,396.9
1960-02-11,100,368.8
1960-02-11,2000,346.9
1960-02-11,2600,206.3
1960-02-11,1500,412.5
1960-02-11,500,431.3
1960-03-02,2600,328.1
1960-03-02,1500,375.0
1960-03-02,2000,412.5
1960-03-02,100,356.3
1960-03-02,1000,462.5
1960-03-02,500,343.8
1960-03-31,500,515.6
1960-03-31,2600,396.9
1960-03-31,100,421.9
1960-03-31,2000,478.1
1960-03-31,1500,471.9
1960-03-31,1000,475.0
1960-04-27,1500,368.8
1960-04-27,100,381.3
1960-04-27,500,371.9
1960-04-27,2600,346.9
1960-04-27,2000,381.3
1960-04-27,1000,337.5
1960-05-30,500,287.5
1960-05-30,2000,296.9
1960-05-30,100,293.8
1960-05-30,1000,290.6
1960-05-30,2600,168.8
1960-05-30,1500,300.0
1960-06-21,1500,340.6
1960-06-21,2000,284.4
1960-06-21,100,318.8
1960-06-21,500,321.9
1960-06-21,1000,309.4
1960-06-21,2600,90.6
1960-07-06,1000,275.0
1960-07-06,100,271.9
1960-07-06,2000,168.8
1960-07-06,1500,262.5
1960-07-06,500,275.0
1960-07-06,2600,190.6
1960-08-16,1000,275.0
1960-08-16,2000,168.8
1960-08-16,100,290.6
1960-08-16,1500,265.6
1960-08-16,2600,62.5
1960-08-16,500,290.6
1960-09-06,500,287.5
1960-09-06,1000,231.3
1960-09-06,2000,150.0
1960-09-06,1500,184.4
1960-09-06,100,290.6
1960-09-06,2600,109.4
1960-10-18,2000,265.6
1960-10-18,2600,21.9
1960-10-18,500,278.1
1960-10-18,100,268.8
1960-10-18,1000,265.6
1960-10-18,1500,284.4
1960-11-08,100,287.5
1960-11-08,1500,328.1
1960-11-08,1000,306.3
1960-11-08,2600,31.3
1960-11-08,2000,293.8
1960-11-08,500,331.3
1960-12-15,500,315.6
1960-12-15,2000,240.6
1960-12-15,1000,312.5
1960-12-15,1500,259.4
1960-12-15,100,315.6
1960-12-15,2600,237.5
1961-01-27,1500,353.1
1961-01-27,1000,371.9
1961-01-27,100,375.0
1961-01-27,2000,
1961-01-27,500,375.0
1961-01-27,2600,256.3
1961-02-15,100,337.5
1961-02-15,2000,284.4
1961-02-15,500,337.5
1961-02-15,1000,318.8
1961-02-15,2600,312.5
1961-02-15,1500,315.6
1961-03-13,2000,281.3
1961-03-13,1500,328.1
1961-03-13,1000,
1961-03-13,500,368.8
1961-03-13,100,371.9
1961-03-13,2600,237.5
1961-04-12,500,306.3
1961-04-12,1500,243.8
1961-04-12,1000,278.1
1961-04-12,2600,256.3
1961-04-12,2000,290.6
1961-04-12,100,340.6
1961-05-25,2600,175.0
1961-05-25,500,368.8
1961-05-25,1500,309.4
1961-05-25,100,343.8
1961-05-25,2000,256.3
1961-05-25,1000,340.6
1961-06-12,1000,325.0
1961-06-12,100,293.8
1961-06-12,2600,112.5
1961-06-12,500,293.8
1961-06-12,2000,168.8
1961-06-12,1500,293.8
1961-07-12,500,284.4
1961-07-12,1500,181.3
1961-07-12,2600,143.8
1961-07-12,100,306.3
1961-07-12,1000,256.3
1961-07-12,2000,153.1
1961-08-02,2600,37.5
1961-08-02,2000,106.3
1961-08-02,1500,187.5
1961-08-02,1000,287.5
1961-08-02,500,287.5
1961-08-02,100,303.1
1961-09-07,500,246.9
1961-09-07,2000,134.4
1961-09-07,100,271.9
1961-09-07,2600,31.3
1961-09-07,1500,150.0
1961-09-07,1000,209.4
1961-10-11,100,287.5
1961-10-11,1500,265.6
1961-10-11,2000,240.6
1961-10-11,2600,28.1
1961-10-11,1000,265.6
1961-10-11,500,287.5
1961-11-16,500,281.3
1961-11-16,1500,265.6
1961-11-16,2600,168.8
1961-11-16,1000,278.1
1961-11-16,2000,268.8
1961-11-16,100,290.6
1961-12-14,100,321.9
1961-12-14,500,253.1
1961-12-14,2000,256.3
1961-12-14,2600,278.1
1961-12-14,1000,312.5
1961-12-14,1500,268.8
1962-03-06,1000,400.0
1962-03-06,1500,390.6
1962-03-06,2600,393.8
1962-03-06,500,393.8
1962-03-06,100,415.6
1962-03-06,2000,396.9
1962-03-27,2600,315.6
1962-03-27,100,462.5
1962-03-27,2000,378.1
1962-03-27,500,446.9
1962-03-27,1500,393.8
1962-03-27,1000,415.6
1962-04-18,2600,312.5
1962-04-18,500,368.8
1962-04-18,1500,359.4
1962-04-18,1000,393.8
1962-04-18,100,325.0
1962-04-18,2000,325.0
1962-05-09,1000,362.5
1962-05-09,1500,350.0
1962-05-09,100,368.8
1962-05-09,500,371.9
1962-05-09,2600,253.1
1962-05-09,2000,293.8
1962-05-24,1000,303.1
1962-05-24,2600,265.6
1962-05-24,2000,243.8
1962-05-24,500,328.1
1962-05-24,1500,306.3
1962-05-24,100,318.8
1962-06-21,500,312.5
1962-06-21,1500,268.8
1962-06-21,100,315.6
1962-06-21,1000,250.0
1962-06-21,2000,243.8
1962-06-21,2600,171.9
1962-07-18,1500,212.5
1962-07-18,500,284.4
1962-07-18,2000,215.6
1962-07-18,2600,131.3
1962-07-18,100,281.3
1962-07-18,1000,281.3
1962-08-15,100,296.9
1962-08-15,2600,121.9
1962-08-15,1000,265.6
1962-08-15,2000,125.0
1962-08-15,500,287.5
1962-08-15,1500,278.1
1962-09-05,2600,56.3
1962-09-05,500,290.6
1962-09-05,1500,140.6
1962-09-05,100,287.5
1962-09-05,1000,271.9
1962-09-05,2000,106.3
1962-10-10,100,309.4
1962-10-10,1000,306.3
1962-10-10,500,312.5
1962-10-10,1500,287.5
1962-10-10,2000,234.4
1962-10-10,2600,40.6
1962-10-25,2600,125.0
1962-10-25,100,315.6
1962-10-25,500,325.0
1962-10-25,2000,187.5
1962-10-25,1000,268.8
1962-10-25,1500,218.8
1962-11-19,1500,315.6
1962-11-19,2600,296.9
1962-11-19,100,325.0
1962-11-19,1000,318.8
1962-11-19,500,318.8
