DATE,DEPTH,CTDSAL
1964-04-07,2000,15.6
1964-04-07,2600,16.8
1964-04-07,500,14.7
1964-05-13,500,15.9
1964-05-13,1500,21.2
1964-05-13,2600,25.8
1964-05-13,100,15.1
1964-05-13,2000,24.3
1964-05-13,1000,19.6
1964-06-09,1500,18.5
1964-06-09,500,15.4
1964-06-09,100,
1964-06-09,1000,16.5
1964-06-09,2000,19.6
1964-06-09,2600,24.1
1964-07-21,1000,19.4
1964-07-21,2600,26.8
1964-07-21,1500,22.8
1964-07-21,500,17.8
1964-07-21,100,16.7
1964-07-21,2000,25.6
1964-08-27,500,17.1
1964-08-27,1000,18.8
1964-08-27,2000,24.3
1964-08-27,1500,22.5
1964-08-27,100,15.6
1964-08-27,2600,25.2
1964-09-10,100,17.1
1964-09-10,1500,19.5
1964-09-10,1000,17.2
1964-09-10,2600,24.9
1964-09-10,500,17.1
1964-09-10,2000,24.0
1964-10-20,500,18.4
1964-10-20,1000,18.4
1964-10-20,2000,22.7
1964-10-20,2600,23.8
1964-10-20,100,18.3
1964-10-20,1500,19.2
1964-11-17,500,19.6
1964-11-17,2600,21.5
1964-11-17,2000,20.3
1964-11-17,1000,19.6
1964-11-17,100,19.5
1964-11-17,1500,19.7
1964-12-15,500,20.9
1964-12-15,2600,22.6
1964-12-15,1000,21.2
1964-12-15,100,20.8
1964-12-15,2000,22.0
1964-12-15,1500,21.4
1965-01-19,1000,20.1
1965-01-19,2600,21.0
1965-01-19,1500,20.5
1965-01-19,500,20.1
1965-01-19,2000,20.7
1965-01-19,100,20.0
1965-02-17,1500,16.2
1965-02-17,100,16.2
1965-02-17,1000,16.2
1965-02-17,500,16.2
1965-02-17,2000,19.2
1965-02-17,2600,19.3
1965-03-16,2000,18.2
1965-03-16,500,16.8
1965-03-16,2600,18.5
1965-03-16,1000,17.9
1965-03-16,100,16.4
1965-03-16,1500,17.9
1965-04-24,1000,15.1
1965-04-24,2000,16.5
1965-04-24,500,14.0
1965-04-24,1500,16.0
1965-04-24,2600,17.8
1965-04-24,100,13.3
1965-05-11,500,12.2
1965-05-11,2000,15.5
1965-05-11,100,12.2
1965-05-11,1500,13.6
1965-05-11,1000,13.2
1965-05-11,2600,16.7
1965-06-15,100,13.1
1965-06-15,2600,19.4
1965-06-15,1500,16.5
1965-06-15,2000,18.6
1965-06-15,500,13.1
1965-06-15,1000,13.1
1965-07-21,2600,25.4
1965-07-21,100,18.6
1965-07-21,1000,21.7
1965-07-21,500,18.6
1965-07-21,1500,22.6
1965-07-21,2000,24.7
1965-08-24,1500,20.2
1965-08-24,100,17.2
1965-08-24,2600,23.8
1965-08-24,500,17.9
1965-08-24,1000,19.1
1965-08-24,2000,23.5
1965-09-07,1000,17.8
1965-09-07,2000,22.8
1965-09-07,2600,23.4
1965-09-07,100,17.0
1965-09-07,500,17.0
1965-09-07,1500,18.8
1965-10-05,1000,18.0
1965-10-05,100,
1965-10-05,2600,23.2
1965-10-05,2000,22.2
1965-10-05,1500,20.1
1965-10-05,500,17.9
1965-11-02,2000,21.0
1965-11-02,2600,21.3
1965-11-02,100,18.9
1965-11-02,1000,19.5
1965-11-02,500,19.0
1965-11-02,1500,20.5
1965-12-07,1000,19.1
1965-12-07,1500,19.1
1965-12-07,2600,19.1
1965-12-07,2000,19.1
1965-12-07,500,19.1
1965-12-07,100,19.0
1966-01-18,100,18.2
1966-01-18,1500,18.3
1966-01-18,500,18.2
1966-01-18,2600,18.3
1966-01-18,2000,18.3
1966-01-18,1000,18.3
1966-02-14,2600,16.5
1966-02-14,1500,16.4
1966-02-14,1000,16.4
1966-02-14,2000,16.4
1966-02-14,500,16.4
1966-02-14,100,16.4
1966-03-14,1500,16.4
1966-03-14,500,16.4
1966-03-14,1000,16.4
1966-03-14,2000,18.3
1966-03-14,2600,20.9
1966-03-14,100,16.3
1966-04-05,2000,24.3
1966-04-05,1500,23.8
1966-04-05,100,20.2
1966-04-05,2600,
1966-04-05,1000,21.5
1966-04-05,500,20.2
1966-05-10,1500,18.7
1966-05-10,2000,20.3
1966-05-10,2600,20.7
1966-05-10,1000,17.0
1966-05-10,500,16.0
1966-05-10,100,14.7
1966-06-23,500,14.6
1966-06-23,100,14.5
1966-06-23,1500,16.7
1966-06-23,2600,23.4
1966-06-23,2000,20.1
1966-06-23,1000,15.6
1966-07-12,2000,23.6
1966-07-12,2600,24.6
1966-07-12,1500,22.7
1966-07-12,1000,19.0
1966-07-12,500,14.5
1966-07-12,100,14.5
1966-08-02,100,19.7
1966-08-02,500,20.4
1966-08-02,1000,22.4
1966-08-02,2600,24.3
1966-08-02,2000,23.9
1966-08-02,1500,
1966-09-05,500,16.4
1966-09-05,1000,16.9
1966-09-05,1500,19.7
1966-09-05,2000,23.2
1966-09-05,2600,23.7
1966-09-05,100,16.3
1966-10-03,2600,23.8
1966-10-03,1000,20.9
1966-10-03,1500,22.4
1966-10-03,500,19.6
1966-10-03,2000,23.1
1966-10-03,100,18.2
1966-10-31,2600,19.8
1966-10-31,2000,17.5
1966-10-31,100,14.0
1966-10-31,1000,15.3
1966-10-31,500,14.3
1966-10-31,1500,15.5
1966-12-06,1000,16.9
1966-12-06,2600,20.8
1966-12-06,100,16.9
1966-12-06,1500,19.2
1966-12-06,500,16.9
1966-12-06,2000,20.3
1967-01-10,1500,19.8
1967-01-10,1000,19.2
1967-01-10,500,17.7
1967-01-10,2600,22.2
1967-01-10,100,17.7
1967-01-10,2000,20.6
1967-02-07,2600,21.6
1967-02-07,500,17.8
1967-02-07,1000,18.1
1967-02-07,1500,18.2
1967-02-07,100,16.7
1967-02-07,2000,19.1
1967-03-06,2000,18.4
1967-03-06,2600,18.4
1967-03-06,500,17.8
1967-03-06,100,17.8
1967-03-06,1000,17.8
1967-03-06,1500,17.9
1967-04-05,100,19.9
1967-04-05,2600,24.2
1967-04-05,500,19.9
1967-04-05,1000,20.5
1967-04-05,2000,23.9
1967-04-05,1500,22.7
1967-05-08,1000,15.8
1967-05-08,100,14.7
1967-05-08,1500,19.1
1967-05-08,2600,22.7
1967-05-08,500,15.5
1967-05-08,2000,20.5
1967-06-05,500,14.2
1967-06-05,2600,21.0
1967-06-05,2000,18.2
1967-06-05,1000,14.4
1967-06-05,100,14.2
1967-06-05,1500,16.1
1967-07-03,2000,18.8
1967-07-03,1000,14.7
1967-07-03,500,13.9
1967-07-03,1500,17.6
1967-07-03,100,12.9
1967-07-03,2600,19.3
1967-08-01,100,12.2
1967-08-01,2000,19.0
1967-08-01,2600,20.6
1967-08-01,1500,16.8
1967-08-01,500,13.2
1967-08-01,1000,14.8
1967-09-18,100,13.8
1967-09-18,2000,21.3
1967-09-18,500,14.0
1967-09-18,2600,22.9
1967-09-18,1000,17.1
1967-09-18,1500,17.8
1967-10-10,2600,21.6
1967-10-10,500,16.7
1967-10-10,1500,19.0
1967-10-10,100,16.7
1967-10-10,1000,18.0
1967-10-10,2000,21.4
1967-11-06,2600,22.1
1967-11-06,100,20.7
1967-11-06,2000,21.3
1967-11-06,500,20.7
1967-11-06,1500,20.8
1967-11-06,1000,20.7
1967-12-04,2600,20.7
1967-12-04,1500,19.8
1967-12-04,1000,19.7
1967-12-04,100,19.7
1967-12-04,500,19.7
1967-12-04,2000,19.9
1968-01-08,1000,19.0
1968-01-08,1500,19.0
1968-01-08,500,19.0
1968-01-08,100,19.0
1968-01-08,2000,19.0
1968-01-08,2600,19.0
1968-01-29,500,17.8
1968-01-29,1000,17.8
1968-01-29,2600,18.0
1968-01-29,100,17.8
1968-01-29,1500,17.9
1968-01-29,2000,17.9
1968-02-20,2000,17.7
1968-02-20,100,16.5
1968-02-20,500,16.5
1968-02-20,1000,16.9
1968-02-20,1500,17.6
1968-02-20,2600,17.8
1968-03-18,1500,16.1
1968-03-18,2000,16.1
1968-03-18,100,16.1
1968-03-18,1000,16.1
1968-03-18,500,16.1
1968-03-18,2600,16.3
1968-04-02,2600,19.5
1968-04-02,100,16.9
1968-04-02,500,16.9
1968-04-02,2000,19.4
1968-04-02,1000,16.9
1968-04-02,1500,17.7
1968-05-06,2600,18.3
1968-05-06,500,15.3
1968-05-06,1500,16.9
1968-05-06,1000,16.5
1968-05-06,2000,18.0
1968-05-06,100,14.3
1968-06-12,100,10.1
1968-06-12,1500,15.8
1968-06-12,500,10.1
1968-06-12,2000,17.0
1968-06-12,2600,17.5
1968-06-12,1000,11.8
1968-07-03,1500,18.7
1968-07-03,2000,21.0
1968-07-03,2600,22.0
1968-07-03,1000,16.9
1968-07-03,100,12.9
1968-07-03,500,12.9
1968-08-19,100,13.9
1968-08-19,1500,16.5
1968-08-19,500,14.0
1968-08-19,1000,14.5
1968-08-19,2600,21.9
1968-08-19,2000,20.8
1968-09-16,500,13.8
1968-09-16,1500,13.8
1968-09-16,2600,22.0
1968-09-16,100,13.8
1968-09-16,2000,13.9
1968-09-16,1000,13.8
1968-10-21,2600,23.5
1968-10-21,1500,22.2
1968-10-21,1000,20.9
1968-10-21,100,20.6
1968-10-21,500,20.7
1968-10-21,2000,
1968-11-18,2600,20.2
1968-11-18,1000,20.1
1968-11-18,100,20.1
1968-11-18,1500,20.1
1968-11-18,500,20.1
1968-11-18,2000,20.2
1968-12-19,500,18.5
1968-12-19,100,18.5
1968-12-19,1500,18.5
1968-12-19,2000,19.3
1968-12-19,1000,18.5
1968-12-19,2600,19.8
1969-01-14,1000,18.1
1969-01-14,1500,18.7
1969-01-14,500,18.1
1969-01-14,100,18.1
1969-01-14,2600,20.9
1969-01-14,2000,19.5
1969-02-25,1000,19.6
1969-02-25,1500,19.6
1969-02-25,2000,19.6
1969-02-25,100,19.5
1969-02-25,2600,21.9
1969-02-25,500,19.5
1969-03-24,100,17.4
1969-03-24,1500,17.5
1969-03-24,2000,17.9
1969-03-24,500,17.4
1969-03-24,1000,17.4
1969-03-24,2600,18.0
1969-04-22,100,17.7
1969-04-22,1500,17.8
1969-04-22,2000,18.4
1969-04-22,500,17.7
1969-04-22,2600,18.6
1969-04-22,1000,17.7
1969-05-13,500,16.8
1969-05-13,100,15.0
1969-05-13,1500,17.5
1969-05-13,2600,21.1
1969-05-13,1000,17.4
1969-05-13,2000,19.3
1969-06-18,1000,16.7
1969-06-18,500,15.5
1969-06-18,2000,20.3
1969-06-18,2600,21.0
1969-06-18,100,14.3
1969-06-18,1500,18.6
1969-07-23,2600,24.8
1969-07-23,2000,23.9
1969-07-23,100,14.9
1969-07-23,500,16.4
1969-07-23,1000,20.3
1969-07-23,1500,21.4
1969-08-15,1000,15.2
1969-08-15,2000,17.8
1969-08-15,500,14.6
1969-08-15,2600,24.7
1969-08-15,100,14.1
1969-08-15,1500,15.7
1969-09-09,2000,21.5
1969-09-09,2600,22.8
1969-09-09,1000,15.4
1969-09-09,500,15.4
1969-09-09,100,15.4
1969-09-09,1500,16.8
1969-10-06,2000,19.5
1969-10-06,1000,17.7
1969-10-06,1500,17.8
1969-10-06,2600,23.0
1969-10-06,500,17.4
1969-10-06,100,17.3
1969-11-05,2600,22.4
1969-11-05,500,19.3
1969-11-05,1500,19.6
1969-11-05,2000,20.8
1969-11-05,100,19.3
1969-11-05,1000,19.3
1969-12-02,100,21.4
1969-12-02,500,21.4
1969-12-02,1000,21.4
1969-12-02,2600,21.5
1969-12-02,1500,21.4
1969-12-02,2000,21.4
1970-01-07,100,15.8
1970-01-07,500,16.2
1970-01-07,2000,19.6
1970-01-07,1000,16.8
1970-01-07,2600,20.0
1970-01-07,1500,17.8
1970-02-04,500,17.0
1970-02-04,100,17.0
1970-02-04,1500,17.1
1970-02-04,2600,20.0
1970-02-04,1000,17.0
1970-02-04,2000,25.0
1970-03-16,100,17.0
1970-03-16,2000,25.0
1970-03-16,500,17.0
1970-03-16,2600,20.0
1970-03-16,1500,17.1
1970-03-16,1000,17.0
1970-04-06,1000,17.0
1970-04-06,2000,25.0
1970-04-06,1500,17.1
1970-04-06,100,17.0
1970-04-06,2600,20.0
1970-04-06,500,17.0
1970-05-19,100,17.0
1970-05-19,1500,17.1
1970-05-19,2000,25.0
1970-05-19,2600,21.8
1970-05-19,1000,17.0
1970-05-19,500,17.0
1970-06-09,2600,21.4
1970-06-09,500,15.2
1970-06-09,2000,19.9
1970-06-09,100,15.2
1970-06-09,1000,17.5
1970-06-09,1500,18.6
1970-07-14,2600,
1970-07-14,100,17.0
1970-07-14,1000,
1970-07-14,500,17.1
1970-07-14,2000,20.2
1970-07-14,1500,19.0
1970-08-20,500,16.5
1970-08-20,2000,23.7
1970-08-20,1000,19.7
1970-08-20,2600,24.2
1970-08-20,1500,22.1
1970-08-20,100,16.4
1970-09-29,500,20.2
1970-09-29,1500,21.9
1970-09-29,100,17.8
1970-09-29,1000,21.1
1970-09-29,2000,22.2
1970-09-29,2600,23.1
1970-10-15,100,17.8
1970-10-15,500,17.9
1970-10-15,2000,21.2
1970-10-15,2600,
1970-10-15,1500,19.2
1970-10-15,1000,17.9
1970-11-02,2000,18.8
1970-11-02,100,18.6
1970-11-02,500,18.6
1970-11-02,1500,18.6
1970-11-02,2600,19.9
1970-11-02,1000,18.6
1970-12-01,500,19.8
1970-12-01,2600,21.3
1970-12-01,1000,19.8
1970-12-01,100,19.8
1970-12-01,2000,21.1
1970-12-01,1500,20.6
1971-01-19,500,18.0
1971-01-19,1500,18.7
1971-01-19,2600,19.4
1971-01-19,100,18.0
1971-01-19,2000,19.0
1971-01-19,1000,18.0
1971-02-10,1000,17.0
1971-02-10,1500,17.0
1971-02-10,2000,17.8
1971-02-10,100,16.9
1971-02-10,2600,18.4
1971-02-10,500,17.0
1971-03-11,2600,17.1
1971-03-11,1500,15.4
1971-03-11,2000,15.9
1971-03-11,100,15.4
1971-03-11,500,15.4
1971-03-11,1000,15.4
1971-04-07,1500,15.8
1971-04-07,2000,16.2
1971-04-07,1000,15.6
1971-04-07,2600,16.9
1971-04-07,500,15.2
1971-04-07,100,14.9
1971-05-10,500,14.4
1971-05-10,1500,15.1
1971-05-10,100,14.4
1971-05-10,2000,15.8
1971-05-10,1000,14.5
1971-05-10,2600,16.4
1971-06-08,500,14.0
1971-06-08,1500,14.3
1971-06-08,1000,14.1
1971-06-08,100,13.8
1971-06-08,2000,14.5
1971-06-08,2600,15.8
1971-07-13,2000,22.2
1971-07-13,100,13.1
1971-07-13,1500,17.7
1971-07-13,2600,25.7
1971-07-13,500,13.1
1971-07-13,1000,13.2
1971-09-01,1000,17.0
1971-09-01,100,17.0
1971-09-01,500,17.0
1971-09-01,1500,19.4
1971-09-01,2600,24.2
1971-09-01,2000,23.2
1971-10-05,2000,20.3
1971-10-05,500,16.5
1971-10-05,2600,23.1
1971-10-05,1500,16.5
1971-10-05,100,16.5
1971-10-05,1000,16.5
1971-11-04,1000,21.5
1971-11-04,1500,22.2
1971-11-04,2000,22.6
1971-11-04,500,20.8
1971-11-04,2600,23.1
1971-11-04,100,20.7
1971-12-06,2000,20.9
1971-12-06,1500,20.9
1971-12-06,100,20.9
1971-12-06,2600,20.9
1971-12-06,500,20.9
1971-12-06,1000,20.9
1972-01-11,2000,20.9
1972-01-11,1500,20.7
1972-01-11,1000,20.6
1972-01-11,100,20.6
1972-01-11,500,20.6
1972-01-11,2600,21.0
1972-02-08,2000,18.2
1972-02-08,2000,18.3
1972-02-08,1000,18.0
1972-02-08,100,17.8
1972-02-08,500,17.9
1972-02-08,2600,19.8
1972-02-08,2500,19.5
1972-02-08,1500,18.0
1972-02-08,2200,19.0
1972-03-08,1800,16.7
1972-03-08,2300,17.0
1972-03-08,100,16.5
1972-03-08,2500,17.1
1972-03-08,1500,16.5
1972-03-08,2000,16.7
1972-03-08,2600,17.7
1972-03-08,500,16.5
1972-03-08,1000,16.5
1972-04-04,2000,22.4
1972-04-04,2600,22.4
1972-04-04,100,15.6
1972-04-04,1500,21.5
1972-04-04,500,15.6
1972-04-04,1000,17.3
1972-05-05,1300,19.4
1972-05-05,500,16.8
1972-05-05,1500,21.2
1972-05-05,2600,22.8
1972-05-05,800,16.8
1972-05-05,1000,18.6
1972-05-05,2000,22.3
1972-05-05,1700,21.9
1972-05-05,100,16.8
1972-06-12,1000,18.2
1972-06-12,500,15.6
1972-06-12,2000,20.7
1972-06-12,500,15.9
1972-06-12,400,15.6
1972-06-12,2600,21.6
1972-06-12,1500,19.8
1972-06-12,100,15.3
1972-08-17,1000,20.0
1972-08-17,500,18.8
1972-08-17,2000,24.7
1972-08-17,100,13.9
1972-08-17,2600,26.4
1972-08-17,1500,22.0
1972-09-11,1900,23.3
1972-09-11,500,13.9
1972-09-11,1400,14.5
1972-09-11,2000,24.2
1972-09-11,1500,15.1
1972-09-11,2600,26.4
1972-09-11,1000,14.2
1972-09-11,100,13.5
1972-09-11,1700,20.1
1972-10-16,1300,15.4
1972-10-16,1000,14.6
1972-10-16,100,14.4
1972-10-16,1800,20.7
1972-10-16,1500,17.5
1972-10-16,500,14.5
1972-10-16,2600,25.8
1972-10-16,2000,21.8
1972-10-16,2100,23.4
1972-11-08,1500,21.4
1972-11-08,2600,24.9
1972-11-08,2000,24.4
1972-11-08,900,19.0
1972-11-08,500,18.0
1972-11-08,1000,19.4
1972-11-08,100,17.9
1972-11-08,700,18.5
1972-11-30,2600,23.7
1972-11-30,1000,21.4
1972-11-30,2000,22.9
1972-11-30,500,21.3
1972-11-30,1500,21.9
1972-11-30,100,21.3
1973-01-11,2600,21.5
1973-01-11,1000,19.9
1973-01-11,1500,20.7
1973-01-11,2000,21.1
1973-01-11,100,11.7
1973-01-11,500,18.4
1973-02-06,2600,20.0
1973-02-06,1500,17.9
1973-02-06,1300,17.4
1973-02-06,500,16.3
1973-02-06,2000,18.2
1973-02-06,1000,17.2
1973-02-06,100,16.3
1973-02-06,1100,17.3
1973-02-06,1700,18.0
1973-03-07,1100,19.7
1973-03-07,1300,20.3
1973-03-07,1000,19.4
1973-03-07,100,19.3
1973-03-07,2000,22.2
1973-03-07,1400,20.5
1973-03-07,500,19.3
1973-03-07,2600,22.6
1973-03-07,1500,21.0
1973-04-02,2000,21.3
1973-04-02,1000,20.4
1973-04-02,2600,22.2
1973-04-02,100,20.1
1973-04-02,1500,20.6
1973-04-02,500,20.2
1973-05-02,100,18.1
1973-05-02,500,18.2
1973-05-02,1000,18.9
1973-05-02,2600,20.8
1973-05-02,1500,20.0
1973-05-02,1300,19.6
1973-05-02,2000,20.4
1973-05-28,100,12.1
1973-05-28,2600,20.0
1973-05-28,500,15.5
1973-05-28,200,12.1
1973-05-28,1000,16.8
1973-05-28,400,15.2
1973-05-28,2000,18.9
1973-05-28,1500,18.3
1973-07-05,1000,14.3
1973-07-05,1100,14.3
1973-07-05,1300,13.8
1973-07-05,2600,19.7
1973-07-05,500,13.4
1973-07-05,100,13.3
1973-07-05,2000,16.0
1973-07-05,1500,14.4
1973-07-30,1500,19.5
1973-07-30,100,13.9
1973-07-30,1400,14.7
1973-07-30,2000,20.2
1973-07-30,900,13.9
1973-07-30,1000,13.9
1973-07-30,2600,20.8
1973-07-30,1200,14.1
1973-07-30,500,13.9
1973-09-05,500,16.0
1973-09-05,2600,22.6
1973-09-05,100,15.7
1973-09-05,1500,17.6
1973-09-05,2000,20.1
1973-09-05,1000,17.1
1973-10-05,2600,21.6
1973-10-05,1000,17.5
1973-10-05,500,16.9
1973-10-05,100,16.9
1973-10-05,1500,18.4
1973-10-05,2000,20.1
1973-10-31,100,17.3
1973-10-31,1800,17.4
1973-10-31,1500,17.3
1973-10-31,500,17.3
1973-10-31,1000,17.3
1973-10-31,2000,20.1
1973-10-31,2600,20.3
1973-12-05,1500,21.2
1973-12-05,2600,21.3
1973-12-05,1000,21.1
1973-12-05,2000,21.2
1973-12-05,100,21.1
1973-12-05,500,21.1
1974-01-10,100,21.1
1974-01-10,500,21.2
1974-01-10,1000,21.5
1974-01-10,2600,22.4
1974-01-10,1500,21.6
1974-01-10,2000,22.1
1974-02-06,1500,20.6
1974-02-06,100,19.0
1974-02-06,1000,20.2
1974-02-06,2600,21.0
1974-02-06,2000,20.8
1974-02-06,500,20.2
1974-03-13,100,17.3
1974-03-13,1500,17.4
1974-03-13,1000,17.3
1974-03-13,2600,17.4
1974-03-13,500,17.3
1974-03-13,2000,17.4
1974-04-05,1000,16.0
1974-04-05,500,15.8
1974-04-05,2600,16.8
1974-04-05,2000,16.2
1974-04-05,100,15.8
1974-04-05,1500,16.1
1974-05-13,500,15.3
1974-05-13,2000,15.4
1974-05-13,2600,17.2
1974-05-13,2200,15.4
1974-05-13,1500,15.3
1974-05-13,2400,15.8
1974-05-13,1000,15.3
1974-05-13,100,15.3
1974-06-05,500,15.3
1974-06-05,1000,15.3
1974-06-05,1500,15.3
1974-06-05,1700,17.0
1974-06-05,2000,19.4
1974-06-05,2100,20.0
1974-06-05,1400,15.3
1974-06-05,100,15.3
1974-06-05,2600,20.9
1974-07-02,1500,20.7
1974-07-02,1200,20.3
1974-07-02,500,15.5
1974-07-02,900,16.1
1974-07-02,1400,20.6
1974-07-02,2000,21.7
1974-07-02,100,15.4
1974-07-02,2600,22.1
1974-07-02,1000,20.3
1974-08-20,800,20.2
1974-08-20,2600,22.4
1974-08-20,1500,21.1
1974-08-20,2000,22.3
1974-08-20,700,18.8
1974-08-20,100,11.4
1974-08-20,500,11.9
1974-08-20,1000,20.7
1974-09-09,100,19.9
1974-09-09,2600,21.5
1974-09-09,1000,20.7
1974-09-09,2000,21.4
1974-09-09,500,20.0
1974-09-09,1500,20.8
1974-10-01,2000,21.7
1974-10-01,100,18.5
1974-10-01,500,19.7
1974-10-01,1000,20.1
1974-10-01,2600,22.0
1974-10-01,1500,20.5
1974-11-06,2000,17.1
1974-11-06,1000,16.8
1974-11-06,1500,16.9
1974-11-06,500,16.8
1974-11-06,2600,17.8
1974-11-06,100,16.7
1974-12-03,1000,18.0
1974-12-03,100,18.0
1974-12-03,2600,18.8
1974-12-03,1500,18.0
1974-12-03,500,18.0
1974-12-03,2000,18.0
1975-01-07,2000,21.4
1975-01-07,500,20.0
1975-01-07,2600,21.7
1975-01-07,1000,20.0
1975-01-07,1500,20.5
1975-01-07,100,20.0
1975-02-04,1500,20.5
1975-02-04,500,20.2
1975-02-04,2000,21.1
1975-02-04,2600,22.0
1975-02-04,1000,20.2
1975-02-04,100,20.2
1975-03-04,100,12.3
1975-03-04,2000,19.6
1975-03-04,2600,20.6
1975-03-04,1000,14.4
1975-03-04,1500,17.5
1975-03-04,500,12.9
1975-04-08,1900,12.9
1975-04-08,2100,16.5
1975-04-08,2600,16.8
1975-04-08,1000,12.9
1975-04-08,100,12.9
1975-04-08,1500,12.9
1975-04-08,500,12.9
1975-04-08,1700,12.9
1975-04-08,2000,14.0
1975-05-21,2200,18.4
1975-05-21,2600,18.9
1975-05-21,2000,16.4
1975-05-21,1500,13.1
1975-05-21,1000,12.9
1975-05-21,100,12.4
1975-05-21,500,12.5
1975-05-21,1700,13.5
1975-06-11,1000,15.0
1975-06-11,500,13.3
1975-06-11,1200,16.3
1975-06-11,100,13.3
1975-06-11,2000,19.2
1975-06-11,1500,18.2
1975-06-11,900,14.3
1975-06-11,2600,19.5
1975-07-01,2600,19.3
1975-07-01,2000,18.4
1975-07-01,100,13.6
1975-07-01,1900,17.6
1975-07-01,1000,13.6
1975-07-01,1500,16.1
1975-07-01,1200,13.9
1975-07-01,500,13.6
1975-07-01,1700,17.4
1975-08-04,2000,19.7
1975-08-04,100,13.3
1975-08-04,800,14.3
1975-08-04,1000,15.5
1975-08-04,2300,20.7
1975-08-04,500,13.3
1975-08-04,1500,18.8
1975-08-04,1300,18.1
1975-08-04,2600,21.9
1975-09-02,100,14.3
1975-09-02,1300,17.7
1975-09-02,2600,21.2
1975-09-02,1700,20.0
1975-09-02,1200,16.7
1975-09-02,500,14.5
1975-09-02,1500,18.9
1975-09-02,2000,20.9
1975-09-02,1000,15.6
1975-10-02,2000,22.3
1975-10-02,1500,22.0
1975-10-02,1000,21.4
1975-10-02,500,21.2
1975-10-02,100,21.1
1975-10-02,2600,22.9
1975-11-04,2600,23.2
1975-11-04,500,19.9
1975-11-04,100,19.9
1975-11-04,2000,22.4
1975-11-04,1000,19.9
1975-11-04,1500,22.3
1975-12-02,1500,19.2
1975-12-02,500,19.2
1975-12-02,1000,19.2
1975-12-02,2600,20.1
1975-12-02,100,19.2
1975-12-02,2000,19.2
1975-12-02,2400,19.9
1979-03-12,100,16.49
1979-03-12,2700,18.44
1979-03-12,1000,16.52
1979-03-12,500,16.49
1979-03-12,1500,17.24
1979-03-12,2000,17.94
1979-04-04,2000,17.56
1979-04-04,2500,19.4
1979-04-04,1500,16.93
1979-04-04,100,16.65
1979-04-04,1000,16.8
1979-04-04,500,16.65
1979-04-19,100,15.15
1979-04-19,2000,16.52
1979-04-19,1500,16.44
1979-04-19,1000,16.44
1979-04-19,500,15.97
1979-04-19,2600,19.36
1979-07-09,1500,20.35
1979-07-09,2000,23.37
1979-07-09,100,15.04
1979-07-09,1000,15.15
1979-07-09,500,15.06
1979-07-09,2600,24.32
1979-08-15,2600,
1979-08-15,500,
1979-08-15,1500,
1979-08-15,100,
1979-08-15,2000,
1979-08-15,1000,
1979-09-02,1000,18.26
1979-09-02,1500,19.43
1979-09-02,500,16.3
1979-09-02,2800,23.72
1979-09-02,2500,23.68
1979-09-02,2000,21.53
1979-10-01,2600,22.68
1979-10-01,1000,17.13
1979-10-01,2000,21.15
1979-10-01,500,17.15
1979-10-01,100,17.12
1979-10-01,1500,18.89
1979-11-22,2600,19.82
1979-11-22,1500,17.59
1979-11-22,100,17.58
1979-11-22,2000,17.63
1979-11-22,1000,17.58
1979-11-22,500,17.56
1980-01-28,2000,18.79
1980-01-28,100,16.0
1980-01-28,1000,17.57
1980-01-28,500,16.02
1980-01-28,2500,19.11
1980-01-28,1500,18.34
1980-02-11,100,
1980-02-11,2800,
1980-03-24,2500,16.48
1980-03-24,2000,16.48
1980-03-24,100,16.48
1980-03-24,1500,16.48
1980-03-24,500,16.48
1980-03-24,1000,16.48
1980-05-05,2800,
1980-05-05,100,
1980-05-06,2000,21.19
1980-05-06,2600,21.84
1980-05-06,100,16.1
1980-05-06,500,16.49
1980-05-06,1500,19.43
1980-05-06,1000,16.85
1980-07-21,1000,18.35
1980-07-21,2000,22.48
1980-07-21,500,17.27
1980-07-21,2600,25.27
1980-07-21,1500,21.23
1980-07-21,100,16.71
1980-09-05,500,16.73
1980-09-05,2000,21.86
1980-09-05,2500,23.69
1980-09-05,1000,17.71
1980-09-05,1500,20.71
1980-09-05,2800,24.02
1980-09-22,1000,19.9
1980-09-22,1500,21.26
1980-09-22,2000,22.55
1980-09-22,2600,23.38
1980-09-22,500,18.98
1980-09-22,100,18.82
1980-11-24,100,
1980-11-24,2900,
1980-11-28,1500,19.56
1980-11-28,2500,19.58
1980-11-28,500,19.56
1980-11-28,100,19.56
1980-11-28,2000,19.57
1980-11-28,1000,19.56
1981-01-07,1000,19.53
1981-01-07,100,19.53
1981-01-07,1500,19.53
1981-01-07,2500,19.57
1981-01-07,500,19.53
1981-01-07,2000,19.54
1981-02-23,1000,18.66
1981-02-23,2000,18.73
1981-02-23,500,18.65
1981-02-23,2600,18.81
1981-02-23,1500,18.67
1981-02-23,100,18.64
1981-04-13,100,13.99
1981-04-13,1500,14.96
1981-04-13,2500,17.68
1981-04-13,1000,14.75
1981-04-13,500,13.99
1981-04-13,2000,15.54
1981-07-01,2000,24.59
1981-07-01,1500,22.85
1981-07-01,2600,25.97
1981-07-01,100,14.76
1981-07-01,1000,14.8
1981-07-01,500,14.76
1981-10-05,500,17.23
1981-10-05,2000,19.85
1981-10-05,2600,23.84
1981-10-05,1000,17.41
1981-10-05,1500,17.8
1981-10-05,100,17.09
1982-01-05,2600,19.9
1982-01-05,1500,16.36
